Site_ID;sample_ID;function;shape;ware;ceramic_fabric;Code_orig;raw_material;notes;N_total;Weight;condition_orig;N_selected
14002;10218601;Architecture;Tile;chiaro sabbioso;white augite;3b3;Clay;;2;38;;0
14002;10218601;Architecture;Tile;coarse ware;;3d;Clay;;1;135;;0
14002;10218601;Transport;Amphora;coarse ware;;4c3;Clay;;4;77;;0
14002;10218601;Kitchen Ware;;coarse ware;red augite;2a2;Clay;;3;12;;0
14002;10218601;Transport;Amphora;depurated ware;;4c2;Clay;;1;11;;0
14002;10218602;Architecture;Tile;chiaro sabbioso;brown augite;3b3;Clay;;1;3;;0
14002;10218602;Storage;Dolium;chiaro sabbioso;brown augite;4a2;Clay;;1;45;;0
14002;10218602;Kitchen Ware;;coarse ware;;4b2;Clay;;1;31;;0
14002;10218602;Transport;Amphora;depurated ware;;4c2;Clay;small part of handle;1;25;;0
14002;10218602;Indet;;depurated ware;;4d2;Clay;;3;11;;0
14002;10218701;Table Ware;;black glazed;;4e;Clay;;2;2;;0
14002;10218701;Architecture;Tile;chiaro sabbioso;white augite;3b3;Clay;;2;48;;0
14002;10218701;Architecture;Tile;chiaro sabbioso;orange augite;3b3;Clay;;1;107;;0
14002;10218701;Architecture;Tile;chiaro sabbioso;brown augite;3b3;Clay;;11;424;;0
14002;10218701;Indet;;chiaro sabbioso;brown augite;4a2;Clay;;1;16;;0
14002;10218701;Kitchen Ware;Lid;coarse ware;red augite;2a2;Clay;;3;22;;3
14002;10218701;Kitchen Ware;Lid;coarse ware;red augite;2a2;Clay;1x knob;1;26;;1
14002;10218701;Kitchen Ware;;coarse ware;red augite;2a2;Clay;;8;45;;0
14002;10218701;Indet;;depurated ware;;4d2;Clay;;5;16;;0
14002;10218701;Indet;;depurated ware;;4d1;Clay;;7;6;;0
14002;10218702;Table Ware;Skyphos;black glazed;;4e;Clay;;1;3;;1
14002;10218702;Table Ware;;black glazed;;4e;Clay;;3;17;;0
14002;10218702;Kitchen Ware;Jar;coarse ware;red augite;2a2;Clay;;2;11;;2
14002;10218702;Transport;Amphora;coarse ware;;4c3;Clay;;3;163;;2
14002;10218702;Kitchen Ware;;coarse ware;red augite;2a2;Clay;;2;15;;0
14002;10218702;Kitchen Ware;Basin;depurated ware;;4d2;Clay;;1;25;;1
14002;10218702;Indet;;depurated ware;;4d2;Clay;;1;5;;0
14002;10218801;Architecture;Tile;chiaro sabbioso;white augite;3b3;Clay;;10;261;;0
14002;10218801;Kitchen Ware;Lid;coarse ware;red augite;2a2;Clay;1x knob;2;7;;2
14002;10218801;Kitchen Ware;Jar;coarse ware;red augite;2a2;Clay;;1;2;;1
14002;10218801;Transport;Amphora;coarse ware;;4c3;Clay;;1;17;;0
14002;10218801;Indet;;coarse ware;;4b2;Clay;;4;14;;0
14002;10218801;Indet;;coarse ware;;4b1;Clay;;1;3;;0
14002;10218801;Kitchen Ware;;coarse ware;red augite;2a2;Clay;;6;31;;0
14002;10218801;Indet;;depurated ware;;4d2;Clay;;3;5;;0
14002;10218802;Table Ware;Bowl;black glazed;;4e;Clay;;1;2;;1
14002;10218802;Table Ware;;black glazed;;4e;Clay;;5;11;;0
14002;10218802;Architecture;Tile;chiaro sabbioso;white augite;3b3;Clay;;2;10;;0
14002;10218802;Kitchen Ware;Pan;coarse ware;;4b2;Clay;;1;3;;1
14002;10218802;Kitchen Ware;Jar;coarse ware;;4b2;Clay;;2;5;;2
14002;10218802;Kitchen Ware;Jar;coarse ware;;4b1;Clay;;1;1;;1
14002;10218802;Indet;;coarse ware;;4b2;Clay;;3;9;;0
14002;10218802;Indet;;coarse ware;;4b1;Clay;;4;2;;0
14002;10218802;Kitchen Ware;;coarse ware;red augite;2a2;Clay;;2;23;;2
14002;10218802;Transport;Amphora;depurated ware;;4c2;Clay;;3;68;;0
14002;10218802;Indet;;depurated ware;;4d2;Clay;;1;3;;0
14002;10218802;Indet;;depurated ware;;4d1;Clay;;2;1;;0
14002;10218901;Indet;;;;6;Clay;;2;14;;0
14002;10218901;Table Ware;Bowl;black glazed;;4e;Clay;;1;2;;0
14002;10218901;Table Ware;;black glazed;;4e;Clay;base stamped;4;5;;1
14002;10218901;Architecture;Tile;chiaro sabbioso;white augite;3b3;Clay;;2;10;;0
14002;10218901;Architecture;Tile;chiaro sabbioso;brown augite;3b3;Clay;;5;90;;0
14002;10218901;Kitchen Ware;Lid;coarse ware;;4b2;Clay;1x knob;1;12;;1
14002;10218901;Transport;Amphora;coarse ware;;4c3;Clay;;2;48;;0
14002;10218901;Indet;;coarse ware;;4b2;Clay;;4;10;;0
14002;10218901;Indet;;coarse ware;;4b1;Clay;;7;6;;0
14002;10218901;Kitchen Ware;;coarse ware;red augite;2a2;Clay;;4;10;;0
14002;10218901;Architecture;Tile;depurated ware;white augite;3c2;Clay;;1;33;;0
14002;10218901;Indet;;depurated ware;;4d2;Clay;;6;16;;0
14002;10218902;Table Ware;Bowl;black glazed;;4e;Clay;;2;5;;2
14002;10218902;Table Ware;;black glazed;;4e;Clay;;4;5;;0
14002;10218902;Kitchen Ware;Jar;coarse ware;;4b2;Clay;;4;11;;4
14002;10218902;Indet;;coarse ware;;4b2;Clay;;3;20;;0
14002;10218902;Indet;;coarse ware;;4b1;Clay;;2;3;;0
14002;10218902;Kitchen Ware;;coarse ware;red augite;2a2;Clay;;2;2;;1
14002;10219001;Table Ware;Skyphos;black glazed;;4e;Clay;;1;5;;1
14002;10219001;Table Ware;;black glazed;;4e;Clay;;1;2;;0
14002;10219001;Architecture;Tile;chiaro sabbioso;white augite;3b3;Clay;;1;34;;0
14002;10219001;Kitchen Ware;Lid;coarse ware;red augite;2a2;Clay;deformed flange;1;36;;1
14002;10219001;Indet;;coarse ware;;4b2;Clay;;4;24;;0
14002;10219001;Indet;;coarse ware;;4b1;Clay;;1;1;;0
14002;10219001;Kitchen Ware;;coarse ware;red augite;2a2;Clay;;3;7;;0
14002;10219001;Transport;Amphora;depurated ware;;4c2;Clay;;1;17;;0
14002;10219001;Indet;;depurated ware;;4d2;Clay;;4;8;;0
14002;10219001;Indet;;depurated ware;;4d1;Clay;;2;2;;0
14002;10219002;Table Ware;Bowl;black glazed;;4e;Clay;;1;5;;0
14002;10219002;Table Ware;;black glazed;;4e;Clay;;1;2;;0
14002;10219002;Kitchen Ware;Lid;coarse ware;red augite;2a2;Clay;1x knob;1;36;;1
14002;10219002;Kitchen Ware;Jar;coarse ware;;4b2;Clay;;1;5;;1
14002;10219002;Kitchen Ware;;coarse ware;;4b2;Clay;;2;9;;0
14002;10219101;Table Ware;;black glazed;;4e;Clay;;3;4;;0
14002;10219101;Transport;Amphora;coarse ware;;4c3;Clay;;4;42;;0
14002;10219101;Kitchen Ware;;coarse ware;;4b2;Clay;;1;7;;0
14002;10219101;Indet;;coarse ware;;4b2;Clay;;6;38;;0
14002;10219101;Kitchen Ware;;coarse ware;red augite;2a2;Clay;;2;4;;0
14002;10219101;Architecture;Tile;depurated ware;brown augite;3c2;Clay;;1;2;;0
14002;10219101;Indet;;flint;;1;Stone;;1;1;;1
14002;10219102;Table Ware;;black glazed;;4e;Clay;;3;5;;0
14002;10219102;Architecture;Tile;chiaro sabbioso;orange augite;3b3;Clay;;1;8;;0
14002;10219102;Kitchen Ware;Jar;coarse ware;red augite;2a2;Clay;;2;6;;2
14002;10219102;Transport;Amphora;coarse ware;;4c3;Clay;;2;47;;1
14002;10219102;Indet;;depurated ware;;4d2;Clay;;1;2;;1
14002;10219201;Indet;;;;6;Clay;;2;9;;0
14002;10219201;Table Ware;;black glazed;;4e;Clay;;1;1;;0
14002;10219201;Architecture;Tile;chiaro sabbioso;white augite;3b3;Clay;;3;26;;0
14002;10219201;Architecture;Tile;chiaro sabbioso;brown augite;3b3;Clay;;4;153;;0
14002;10219201;Kitchen Ware;;coarse ware;;4b2;Clay;;4;28;;1
14002;10219201;Indet;;coarse ware;;4b2;Clay;;4;32;;0
14002;10219201;Kitchen Ware;;coarse ware;;4b1;Clay;;2;2;;0
14002;10219201;Kitchen Ware;;coarse ware;red augite;2a2;Clay;;10;47;;0
14002;10219201;Indet;;depurated ware;;4d2;Clay;;6;42;;0
14002;10219201;Indet;;glass;;5c;Glass;;1;3;;0
14002;10219202;Table Ware;;black glazed;;4e;Clay;;2;4;;0
14002;10219202;Kitchen Ware;Jar;coarse ware;red augite;2a2;Clay;;1;8;;1
14002;10219202;Kitchen Ware;;coarse ware;red augite;2a2;Clay;;3;22;;0
14002;10219301;Table Ware;;black glazed;;4e;Clay;;3;10;;1
14002;10219301;Architecture;Tile;coarse ware;;3d;Clay;;1;104;;0
14002;10219301;Kitchen Ware;Jar;coarse ware;red augite;2a2;Clay;;1;2;;1
14002;10219301;Transport;Amphora;coarse ware;;4c3;Clay;very worn;1;59;;0
14002;10219301;Indet;;coarse ware;;4b2;Clay;;10;29;;0
14002;10219301;Kitchen Ware;;coarse ware;red augite;2a2;Clay;;18;165;;2
14002;10219301;Architecture;Tile;depurated ware;;3c2;Clay;;1;11;;0
14002;10219301;Indet;;depurated ware;;4d2;Clay;;2;2;;0
14002;10219301;Indet;;depurated ware;;4d1;Clay;small rim;2;2;;0
14002;10219302;Table Ware;Bowl;black glazed;;4e;Clay;;1;3;;1
14002;10219302;Table Ware;;black glazed;;4e;Clay;;3;5;;0
14002;10219302;Kitchen Ware;Lid;coarse ware;red augite;2a2;Clay;1x knob;2;51;;2
14002;10219302;Kitchen Ware;Jar;coarse ware;red augite;2a2;Clay;;3;22;;3
14002;10219302;Kitchen Ware;;coarse ware;red augite;2a2;Clay;;3;37;;1
14002;10219401;Table Ware;;black glazed;;4e;Clay;;1;1;;0
14002;10219401;Architecture;Tile;chiaro sabbioso;brown augite;3b3;Clay;;8;166;;0
14002;10219401;Indet;;chiaro sabbioso;white augite;4a2;Clay;;2;113;;0
14002;10219401;Kitchen Ware;Jar;coarse ware;red augite;2a2;Clay;;3;16;;3
14002;10219401;Transport;Amphora;coarse ware;;4c3;Clay;;6;116;;0
14002;10219401;Indet;;coarse ware;;4b2;Clay;;23;86;;0
14002;10219401;Indet;;coarse ware;;4b1;Clay;;8;10;;0
14002;10219401;Kitchen Ware;;coarse ware;red augite;2a2;Clay;;11;53;;0
14002;10219401;Transport;Amphora;depurated ware;;4c2;Clay;;3;56;;0
14002;10219401;Indet;;depurated ware;;4d2;Clay;;5;32;;0
14002;10219402;Table Ware;;black glazed;;4e;Clay;;1;2;;0
14002;10219402;Indet;;chiaro sabbioso;white augite;4a1;Clay;;1;15;;0
14002;10219402;Kitchen Ware;Jar;coarse ware;red augite;2a2;Clay;;1;4;;1
14002;10219402;Kitchen Ware;Baking cover;coarse ware;red augite;2a2;Clay;;1;12;;1
14002;10219402;Transport;Amphora;coarse ware;;4c3;Clay;;1;50;;1
14002;10219402;Indet;;coarse ware;;4b1;Clay;;1;2;;0
14002;10219402;Kitchen Ware;;coarse ware;red augite;2a2;Clay;;4;44;;0
14002;10219402;Transport;Amphora;depurated ware;;4c2;Clay;;1;42;;1
14002;10219402;Indet;;depurated ware;;4d2;Clay;;2;16;;0
14002;10219501;Indet;;;;6;Clay;;1;2;;0
14002;10219501;Table Ware;;black glazed;;4e;Clay;;2;1;;0
14002;10219501;Architecture;Tile;chiaro sabbioso;white augite;3b3;Clay;;5;33;;0
14002;10219501;Architecture;Tile;chiaro sabbioso;pink augite;3b3;Clay;;6;83;;0
14002;10219501;Indet;;chiaro sabbioso;white augite;4a2;Clay;;1;49;;0
14002;10219501;Indet;;chiaro sabbioso;pink augite;4a2;Clay;;1;13;;0
14002;10219501;Indet;;chiaro sabbioso;white augite;4a1;Clay;;1;1;;0
14002;10219501;Household Production;Loom weight;coarse ware;;4b4;Clay;;1;29;;1
14002;10219501;Kitchen Ware;Lid;coarse ware;red augite;2a2;Clay;1x knob;1;12;;1
14002;10219501;Storage;Dolium;coarse ware;;4b3;Clay;;2;48;;0
14002;10219501;Transport;Amphora;coarse ware;;4c6;Clay;;1;4;;0
14002;10219501;Transport;Amphora;coarse ware;;4c3;Clay;;8;108;;0
14002;10219501;Indet;;coarse ware;;4b2;Clay;;18;51;;0
14002;10219501;Indet;;coarse ware;;4b1;Clay;;1;2;;0
14002;10219501;Kitchen Ware;;coarse ware;red augite;2a2;Clay;;7;22;;0
14002;10219501;Transport;Amphora;depurated ware;;4c2;Clay;;5;79;;0
14002;10219501;Indet;;depurated ware;;4d2;Clay;;2;8;;0
14002;10219501;Indet;;depurated ware;;4d1;Clay;;1;1;;0
14002;10219502;Table Ware;;black glazed;;4e;Clay;;1;4;;0
14002;10219502;Architecture;Tile;chiaro sabbioso;pink augite;3b3;Clay;;1;15;;0
14002;10219502;Kitchen Ware;Basin;chiaro sabbioso;white augite;4a2;Clay;;1;146;;0
14002;10219502;Kitchen Ware;Jar;coarse ware;;4b2;Clay;lip missing;1;8;;0
14002;10219502;Transport;Amphora;coarse ware;;4c3;Clay;;2;99;;1
14002;10219502;Kitchen Ware;;coarse ware;red augite;2a2;Clay;;1;21;;0
14002;10219502;Transport;Amphora;depurated ware;;4c2;Clay;;2;40;;1
14002;10219601;Table Ware;Dish;black glazed;;4e;Clay;;1;8;;1
14002;10219601;Table Ware;;black glazed;;4e;Clay;;4;38;;0
14002;10219601;Architecture;Tile;chiaro sabbioso;white augite;3b3;Clay;;15;273;;0
14002;10219601;Architecture;Tile;chiaro sabbioso;pink augite;3b3;Clay;;3;20;;0
14002;10219601;Architecture;Tile;chiaro sabbioso;orange augite;3b3;Clay;;8;141;;0
14002;10219601;Architecture;Tile;chiaro sabbioso;brown augite;3b3;Clay;;9;403;;0
14002;10219601;Kitchen Ware;Lid;coarse ware;red augite;2a2;Clay;;1;16;;1
14002;10219601;Kitchen Ware;Jar;coarse ware;;4b2;Clay;;1;6;;1
14002;10219601;Kitchen Ware;Jar;coarse ware;red augite;2a2;Clay;;1;6;;1
14002;10219601;Table Ware;Bowl;coarse ware;;4b2;Clay;;1;2;;1
14002;10219601;Transport;Amphora;coarse ware;;4c6;Clay;;1;3;;0
14002;10219601;Transport;Amphora;coarse ware;;4c3;Clay;;15;365;;2
14002;10219601;Indet;;coarse ware;;4b2;Clay;;20;82;;0
14002;10219601;Indet;;coarse ware;;4b1;Clay;;3;2;;0
14002;10219601;Kitchen Ware;;coarse ware;red augite;2a2;Clay;;17;40;;0
14002;10219601;Transport;Amphora;depurated ware;;4c2;Clay;;4;38;;0
14002;10219601;Indet;;depurated ware;;4d2;Clay;;3;37;;1
14002;10219601;Indet;;depurated ware;;4d1;Clay;;4;4;;0
14002;10219602;Table Ware;Plate;black glazed;;4e;Clay;;1;9;;1
14002;10219602;Table Ware;;black glazed;;4e;Clay;;2;10;;0
14002;10219602;Kitchen Ware;Jar;coarse ware;red augite;2a2;Clay;;2;12;;2
14002;10219602;Transport;Amphora;coarse ware;;4c3;Clay;;1;68;;1
14002;10219602;Kitchen Ware;;coarse ware;red augite;2a2;Clay;;3;75;;0
14002;10219602;Transport;Amphora;depurated ware;;4c2;Clay;;1;39;;1
14002;10219701;Table Ware;;black glazed;;4e;Clay;;4;10;;0
14002;10219701;Architecture;Tile;chiaro sabbioso;white augite;3b3;Clay;;2;46;;0
14002;10219701;Architecture;Tile;chiaro sabbioso;brown augite;3b3;Clay;;14;770;;0
14002;10219701;Architecture;Cover tile;chiaro sabbioso;pink augite;3b3;Clay;;2;75;;0
14002;10219701;Indet;;chiaro sabbioso;white augite;4a2;Clay;;1;51;;0
14002;10219701;Kitchen Ware;Jar;coarse ware;;4b2;Clay;;1;14;;1
14002;10219701;Kitchen Ware;Jar;coarse ware;red augite;2a2;Clay;;1;7;;1
14002;10219701;Transport;Amphora;coarse ware;;4c3;Clay;;6;68;;0
14002;10219701;Transport;Amphora;coarse ware;;4c1;Clay;badly mixed (P15);1;7;;0
14002;10219701;Indet;;coarse ware;;4b2;Clay;;13;76;;0
14002;10219701;Indet;;coarse ware;;4b1;Clay;;3;7;;0
14002;10219701;Kitchen Ware;;coarse ware;red augite;2a2;Clay;;10;60;;0
14002;10219701;Transport;Amphora;depurated ware;;4c2;Clay;;4;75;;0
14002;10219701;Indet;;depurated ware;;4d2;Clay;;2;5;;0
14002;10219702;Table Ware;Skyphos;black glazed;;4e;Clay;;1;2;;1
14002;10219702;Table Ware;Bowl;black glazed;;4e;Clay;;2;22;;2
14002;10219702;Table Ware;;black glazed;;4e;Clay;;4;13;;1
14002;10219702;Architecture;Tile;chiaro sabbioso;white augite;3b3;Clay;;1;136;;0
14002;10219702;Indet;;chiaro sabbioso;white augite;4a1;Clay;;1;35;;0
14002;10219702;Kitchen Ware;Lid;coarse ware;red augite;2a2;Clay;;1;6;;1
14002;10219702;Kitchen Ware;Jar;coarse ware;red augite;2a2;Clay;;1;6;;1
14002;10219702;Transport;Amphora;coarse ware;;4c3;Clay;;1;467;;3
14002;10219702;Indet;;coarse ware;;4b1;Clay;;1;1;;1
14002;10219702;Kitchen Ware;;coarse ware;red augite;2a2;Clay;;2;19;;0
14002;10219702;Indet;;depurated ware;;4d2;Clay;;1;4;;0
14002;10219801;Table Ware;Bowl;black glazed;;4e;Clay;;1;2;;1
14002;10219801;Indet;;chiaro sabbioso;white augite;4a2;Clay;;1;26;;0
14002;10219801;Kitchen Ware;Lid;coarse ware;red augite;2a2;Clay;1x knob;2;22;;2
14002;10219801;Kitchen Ware;Jar;coarse ware;red augite;2a2;Clay;;1;2;;1
14002;10219801;Transport;Amphora;coarse ware;;4c3;Clay;;5;150;;1
14002;10219801;Indet;;coarse ware;;4b2;Clay;;1;3;;0
14002;10219801;Kitchen Ware;;coarse ware;red augite;2a2;Clay;;4;57;;0
14002;10219801;Transport;Amphora;depurated ware;;4c2;Clay;;1;8;;0
14002;10219802;Table Ware;Bowl;black glazed;;4e;Clay;;1;4;;1
14002;10219802;Table Ware;;black glazed;;4e;Clay;;3;6;;0
14002;10219802;Kitchen Ware;Lid;coarse ware;red augite;2a2;Clay;;2;3;;2
14002;10219802;Kitchen Ware;Jar;coarse ware;red augite;2a2;Clay;;3;10;;3
14002;10219802;Indet;;coarse ware;;4b2;Clay;;2;14;;1
14002;10219802;Kitchen Ware;;coarse ware;red augite;2a2;Clay;;2;13;;0
14002;10219802;Indet;;depurated ware;;4c2;Clay;;1;14;;0
14002;10219901;Indet;;;;6;Clay;;1;19;;0
14002;10219901;Table Ware;;black glazed;;4e;Clay;;3;19;;0
14002;10219901;Architecture;Tile;chiaro sabbioso;pink augite;3b3;Clay;;1;58;;0
14002;10219901;Kitchen Ware;Lid;coarse ware;red augite;2a2;Clay;2x knob (1 worn);6;40;;4
14002;10219901;Transport;Amphora;coarse ware;;4c3;Clay;;4;45;;0
14002;10219901;Indet;;coarse ware;;4b2;Clay;;17;47;;0
14002;10219901;Indet;;coarse ware;;4b1;Clay;;3;2;;0
14002;10219901;Kitchen Ware;;coarse ware;red augite;2a2;Clay;;11;123;;0
14002;10219901;Indet;;depurated ware;;4d1;Clay;;2;1;;0
14002;10219902;Table Ware;;black glazed;;4e;Clay;;3;8;;1
14002;10219902;Kitchen Ware;Pan;coarse ware;red augite;2a2;Clay;;1;23;;1
14002;10220001;Indet;;chiaro sabbioso;brown augite;4a2;Clay;;1;39;;0
14002;10220001;Kitchen Ware;Lid;coarse ware;red augite;2a2;Clay;;1;3;;1
14002;10220001;Kitchen Ware;Jar;coarse ware;;4b2;Clay;;1;13;;1
14002;10220001;Kitchen Ware;Baking cover;coarse ware;red augite;2a2;Clay;1x flange;1;33;;0
14002;10220001;Transport;Amphora;coarse ware;;4c3;Clay;;1;15;;0
14002;10220001;Kitchen Ware;;coarse ware;;4b2;Clay;;3;23;;0
14002;10220001;Indet;;coarse ware;;4b2;Clay;;2;5;;0
14002;10220001;Indet;;coarse ware;;4b1;Clay;;2;4;;0
14002;10220001;Kitchen Ware;;coarse ware;red augite;2a2;Clay;;1;2;;0
14002;10220001;Architecture;Tile;depurated ware;brown augite;3c2;Clay;;1;17;;0
14002;10220002;Table Ware;;black glazed;;4e;Clay;base with stamp;2;2;;1
14002;10220002;Kitchen Ware;Jar;coarse ware;;4b2;Clay;;1;2;;1
14002;10220002;Kitchen Ware;;coarse ware;red augite;2a2;Clay;;1;8;;0
14002;10220101;Table Ware;Bowl;black glazed;;4e;Clay;;2;22;;2
14002;10220101;Table Ware;;black glazed;;4e;Clay;;6;26;;0
14002;10220101;Architecture;Tile;chiaro sabbioso;pink augite;3b3;Clay;;2;51;;0
14002;10220101;Kitchen Ware;Basin;chiaro sabbioso;orange augite;4a2;Clay;;1;23;;1
14002;10220101;Kitchen Ware;Jar;coarse ware;;4b2;Clay;;4;16;;4
14002;10220101;Kitchen Ware;Jar;coarse ware;red augite;2a2;Clay;;1;11;;1
14002;10220101;Kitchen Ware;Baking cover;coarse ware;red augite;2a2;Clay;flange;1;11;;1
14002;10220101;Transport;Amphora;coarse ware;;4c3;Clay;;5;401;;3
14002;10220101;Kitchen Ware;;coarse ware;;4b2;Clay;;6;58;;1
14002;10220101;Indet;;coarse ware;;4b2;Clay;;3;65;;0
14002;10220101;Kitchen Ware;;coarse ware;red augite;2a2;Clay;;5;53;;0
14002;10220101;Indet;;depurated ware;;4d2;Clay;;1;20;;0
14019;10236601;Architecture;Tile;chiaro sabbioso;;3b3;Clay;;15;366;;0
14019;10236601;Indet;;coarse ware;;4b2;Clay;;1;7;;0
14019;10236601;Kitchen Ware;;coarse ware;;2a2;Clay;;11;45;;0
14019;10236602;Kitchen Ware;Lid;coarse ware;;2a2;Clay;;1;1;;0
14019;10236602;Kitchen Ware;Jar;coarse ware;;2a2;Clay;;1;4;;1
14019;10236701;Architecture;Tile;chiaro sabbioso;;3b3;Clay;;30;632;;0
14019;10236701;Storage;Dolium;chiaro sabbioso;;4a2;Clay;;1;72;;0
14019;10236701;Architecture;Cover tile;chiaro sabbioso;;3b3;Clay;;1;21;;0
14019;10236701;Indet;;coarse ware;;4b2;Clay;;2;15;;0
14019;10236701;Kitchen Ware;;coarse ware;;2a2;Clay;;2;7;;0
14019;10236801;Table Ware;;black glazed;;4e;Clay;;1;5;;0
14019;10236801;Architecture;Tile;chiaro sabbioso;;3b3;Clay;;46;787;;0
14019;10236801;Kitchen Ware;;coarse ware;;2a2;Clay;;5;19;;0
14019;10236802;Table Ware;Bowl;black glazed;;4e;Clay;;1;3;;1
14019;10236802;Table Ware;;black glazed;;4e;Clay;;1;3;;0
14019;10236802;Kitchen Ware;Jar;coarse ware;;2a2;Clay;;2;29;;2
14019;10236901;Table Ware;Bowl;black glazed;;4e;Clay;;2;7;;2
14019;10236901;Table Ware;;black glazed;;4e;Clay;;4;11;;1
14019;10236901;Architecture;Tile;chiaro sabbioso;;3b3;Clay;;31;756;;0
14019;10236901;Kitchen Ware;Jar;coarse ware;;2a2;Clay;;2;11;;2
14019;10236901;Transport;Amphora;coarse ware;;4c3;Clay;;2;45;;0
14019;10236901;Kitchen Ware;;coarse ware;;2a2;Clay;;23;107;;0
14019;10236901;Indet;;depurated ware;;4d2;Clay;;2;11;;0
14019;10236902;Kitchen Ware;Lid;coarse ware;;2a2;Clay;;1;4;;1
14019;10236902;Kitchen Ware;Jar;coarse ware;;2a2;Clay;;2;14;;2
14019;10236902;Indet;;coarse ware;;2a2;Clay;;1;61;;0
14019;10237001;Kitchen Ware;;black glazed;;4e;Clay;;1;4;;0
14019;10237001;Architecture;Tile;chiaro sabbioso;;3b3;Clay;;26;649;;0
14019;10237001;Indet;;chiaro sabbioso;;4a2;Clay;;2;26;;0
14019;10237001;Kitchen Ware;Jar;coarse ware;;2a2;Clay;;22;107;;0
14019;10237001;Kitchen Ware;Jar;coarse ware;;2a2;Clay;;3;9;;3
14019;10237001;Indet;;depurated ware;;4d2;Clay;;1;3;;0
14019;10237002;Table Ware;Bowl;black glazed;;4e;Clay;;1;5;;1
14019;10237002;Table Ware;;black glazed;;4e;Clay;;1;1;;0
14019;10237002;Kitchen Ware;Lid;coarse ware;;2a2;Clay;;4;6;;3
14019;10237002;Kitchen Ware;Jar;coarse ware;;2a2;Clay;;1;3;;1
14019;10237002;Kitchen Ware;;coarse ware;;2a2;Clay;;1;1;;0
14019;10237101;Table Ware;;black glazed;;4e;Clay;;2;7;;0
14019;10237101;Architecture;Tile;chiaro sabbioso;;3b3;Clay;;4;196;;0
14019;10237101;Kitchen Ware;Jar;coarse ware;;2a2;Clay;;4;19;;4
14019;10237101;Kitchen Ware;;coarse ware;;2a2;Clay;;9;50;;0
14019;10237102;Table Ware;Bowl;black glazed;;4e;Clay;;1;4;;1
14019;10237102;Kitchen Ware;Lid;coarse ware;;2a2;Clay;;1;3;;1
14019;10237102;Kitchen Ware;Jar;coarse ware;;2a2;Clay;;1;3;;1
14019;10237201;Table Ware;;black glazed;;4e;Clay;;1;1;;0
14019;10237201;Architecture;Tile;chiaro sabbioso;;3b3;Clay;;18;369;;0
14019;10237201;Indet;;chiaro sabbioso;;4a2;Clay;;1;28;;0
14019;10237201;Kitchen Ware;Jar;coarse ware;;2a2;Clay;;2;8;;2
14019;10237201;Indet;;coarse ware;;4b2;Clay;;1;5;;0
14019;10237201;Kitchen Ware;;coarse ware;;2a2;Clay;;20;89;;0
14019;10237202;Kitchen Ware;Lid;coarse ware;;2a2;Clay;;1;12;;0
14019;10237301;Architecture;Tile;chiaro sabbioso;;3b3;Clay;;32;797;;0
14019;10237301;Storage;Dolium;chiaro sabbioso;;4a2;Clay;;1;51;;0
14019;10237301;Kitchen Ware;;coarse ware;;2a2;Clay;;13;47;;0
14019;10237302;Kitchen Ware;Lid;coarse ware;;2a2;Clay;;1;4;;1
14019;10237302;Kitchen Ware;Jar;coarse ware;;2a2;Clay;;1;5;;1
14019;10237302;Indet;;coarse ware;;2a2;Clay;With notched cord decoration;1;13;;0
14019;10237302;Table Ware;Jug;depurated ware;;4d2;Clay;;1;8;;1
14019;10237401;Architecture;Tile;chiaro sabbioso;;3b3;Clay;;44;1052;;0
14019;10237401;Kitchen Ware;Lid;coarse ware;;2a2;Clay;1x knob;2;23;;2
14019;10237401;Kitchen Ware;Jar;coarse ware;;2a2;Clay;;3;13;;3
14019;10237401;Indet;;coarse ware;;4b2;Clay;;1;6;;0
14019;10237401;Kitchen Ware;;coarse ware;;2a2;Clay;1x cord decoration;13;73;;0
14019;10237401;Architecture;Tile;depurated ware;;3c1;Clay;;1;8;;0
14019;10237402;Table Ware;Jug;black glazed;;4e;Clay;;1;3;;0
14019;10237402;Table Ware;Bowl;black glazed;;4e;Clay;;1;2;;1
14019;10237402;Kitchen Ware;Lid;coarse ware;;2a2;Clay;1x knob;1;14;;0
14019;10237402;Kitchen Ware;Jar;coarse ware;;2a2;Clay;;3;16;;3
14019;10237402;Kitchen Ware;;coarse ware;;2a2;Clay;;1;2;;0
14019;10237501;Indet;;;;6;Clay;;1;8;;0
14019;10237501;Table Ware;Bowl;black glazed;;4e;Clay;;1;5;;1
14019;10237501;Table Ware;;black glazed;;4e;Clay;;2;4;;0
14019;10237501;Architecture;Tile;chiaro sabbioso;;3b3;Clay;;65;2286;;0
14019;10237501;Storage;Dolium;chiaro sabbioso;;4a2;Clay;;3;157;;0
14019;10237501;Architecture;Cover tile;chiaro sabbioso;;3b3;Clay;;3;93;;0
14019;10237501;Indet;;chiaro sabbioso;;4a1;Clay;;2;7;;0
14019;10237501;Kitchen Ware;Jar;coarse ware;;2a2;Clay;;5;22;;5
14019;10237501;Storage;Dolium;coarse ware;red augite;2a3;Clay;;1;12;;0
14019;10237501;Transport;Amphora;coarse ware;;4c3;Clay;;2;78;;1
14019;10237501;Indet;;coarse ware;;4b2;Clay;;3;20;;0
14019;10237501;Kitchen Ware;;coarse ware;;2a2;Clay;;27;80;;0
