Site_ID;sample_ID;function;shape;raw_material;ware;ceramic_fabric;Code_orig;notes;N_total;Weight;condition_orig;N_selected;
15106;3936901;Transport;Amphora;Clay;;;4c2;1x part of wall + handle (not sel.);17;0;;0;
15106;3937001;Transport;Amphora;Clay;;;4c7;1x rim (sel.);2;0;;1;
15106;3937001;Transport;Amphora;Clay;;;4c5;;3;0;;0;
15106;3937001;Transport;Amphora;Clay;;;4c3;;19;0;;0;
15106;3937001;Transport;Amphora;Clay;;;4c2;;9;0;;0;
15106;3937001;Transport;Amphora;Clay;;;4c1;P15 fabric;3;0;;0;
15106;3937101;Transport;Amphora;Clay;;;4c8;;1;0;;0;
15106;3937101;Transport;Amphora;Clay;;;4c7;;1;0;;0;
15106;3937101;Transport;Amphora;Clay;;;4c6;;3;0;;0;
15106;3937101;Transport;Amphora;Clay;;;4c5;;6;0;;0;
15106;3937101;Transport;Amphora;Clay;;;4c4;;4;0;;0;
15106;3937101;Transport;Amphora;Clay;;;4c3;;4;0;;0;
15106;3937101;Transport;Amphora;Clay;;;4c2;1x handle (sel.);9;0;;1;
15106;3937201;Transport;Amphora;Clay;;;4c7;;1;0;;0;
15106;3937201;Transport;Amphora;Clay;;;4c6;;1;0;;0;
15106;3937201;Transport;Amphora;Clay;;;4c5;;5;0;;0;
15106;3937201;Transport;Amphora;Clay;;;4c3;1x handle (sel.);7;0;;1;
15106;3937201;Transport;Amphora;Clay;;;4c2;;7;0;;0;
15106;3937201;Transport;Amphora;Clay;;;4c1;P15 fabric;3;0;;0;
15106;3937301;Transport;Amphora;Clay;;;4c8;;3;0;;0;
15106;3937301;Transport;Amphora;Clay;;;4c7;"1x rim (incomplete; 1x part of handle + wall)";4;0;;0;
15106;3937301;Transport;Amphora;Clay;;;4c6;;1;0;;0;
15106;3937301;Transport;Amphora;Clay;;;4c5;;5;0;;0;
15106;3937301;Transport;Amphora;Clay;;;4c4;;3;0;;0;
15106;3937301;Transport;Amphora;Clay;;;4c3;;11;0;;0;
15106;3937301;Transport;Amphora;Clay;;;4c2;;8;0;;0;
15106;3937401;Transport;Amphora;Clay;;;4c8;;3;0;;0;
15106;3937401;Transport;Amphora;Clay;;;4c7;;5;0;;0;
15106;3937401;Transport;Amphora;Clay;;;4c6;1x rim (sel.);7;0;;1;
15106;3937401;Transport;Amphora;Clay;;;4c5;;9;0;;0;
15106;3937401;Transport;Amphora;Clay;;;4c4;;4;0;;0;
15106;3937401;Transport;Amphora;Clay;;;4c3;1x handle (sel.), 1x Dressel 1 rim (sel.);27;0;;2;
15106;3937401;Transport;Amphora;Clay;;;4c2;2x handle (sel.);23;0;;2;
15106;3937401;Transport;Amphora;Clay;;;4c1;P15 fabric;3;0;;0;
15106;3937501;Transport;Amphora;Clay;;;4c8;;5;0;;0;
15106;3937501;Transport;Amphora;Clay;;;4c7;;15;0;;0;
15106;3937501;Transport;Amphora;Clay;;;4c6;;3;0;;0;
15106;3937501;Transport;Amphora;Clay;;;4c5;1x wall with beginning of handle;6;0;;0;
15106;3937501;Transport;Amphora;Clay;;;4c4;;2;0;;0;
15106;3937501;Transport;Amphora;Clay;;;4c3;1x rim, 2x handle (sel.);43;0;;3;
15106;3937501;Transport;Amphora;Clay;;;4c2;2x handle (sel.);26;0;;2;
15106;3937501;Transport;Amphora;Clay;;;4c1;P15 fabric;1;0;;0;
15106;3937601;Transport;Amphora;Clay;;;4c8;1x rim (sel.);5;0;;1;
15106;3937601;Transport;Amphora;Clay;;;4c7;1x handle (sel.);10;0;;1;
15106;3937601;Transport;Amphora;Clay;;;4c6;1x handle (sel.);8;0;;1;
15106;3937601;Transport;Amphora;Clay;;;4c5;;8;0;;0;
15106;3937601;Transport;Amphora;Clay;;;4c4;;2;0;;0;
15106;3937601;Transport;Amphora;Clay;;;4c3;1x worn handle;30;0;;0;
15106;3937601;Transport;Amphora;Clay;;;4c2;;36;0;;0;
15106;3937601;Transport;Amphora;Clay;;;4c1;Badly mixed clay (P15 fabric?) - 1x half of a Dressel 2-4 handle;6;0;;0;
15106;3937701;Transport;Amphora;Clay;;;4c8;1x rim fragment (sel.);4;0;;1;
15106;3937701;Transport;Amphora;Clay;;;4c7;;12;0;;0;
15106;3937701;Transport;Amphora;Clay;;;4c6;;2;0;;0;
15106;3937701;Transport;Amphora;Clay;;;4c5;1x half of a double-bar handle, 1x handle (sel.);4;0;;1;
15106;3937701;Transport;Amphora;Clay;;;4c4;;2;0;;0;
15106;3937701;Transport;Amphora;Clay;;;4c3;1x rim fragment (sel.);31;0;;1;
15106;3937701;Transport;Amphora;Clay;;;4c2;1x part of handle (worn);37;0;;0;
15106;3937701;Transport;Amphora;Clay;;;4c1;P15 fabric;1;0;;0;
15106;3937801;Transport;Amphora;Clay;;;4c7;1x large rim;4;0;;1;
15106;3937801;Transport;Amphora;Clay;;;4c6;;3;0;;0;
15106;3937801;Transport;Amphora;Clay;;;4c5;1x part of a double-bar handle;1;0;;0;
15106;3937801;Transport;Amphora;Clay;;;4c4;Part of handle (broken);1;0;;0;
15106;3937801;Transport;Amphora;Clay;;;4c3;1x worn spike;28;0;;0;
15106;3937801;Transport;Amphora;Clay;;;4c2;;18;0;;0;
15106;3937901;Transport;Amphora;Clay;;;4c8;1x part of rim (broken off);2;0;;0;
15106;3937901;Transport;Amphora;Clay;;;4c7;;2;0;;0;
15106;3937901;Transport;Amphora;Clay;;;4c6;1x half of double-bar handle;4;0;;0;
15106;3937901;Transport;Amphora;Clay;;;4c5;;3;0;;0;
15106;3937901;Transport;Amphora;Clay;;;4c3;;19;0;;0;
15106;3937901;Transport;Amphora;Clay;;;4c2;;10;0;;0;
15106;3937901;Transport;Amphora;Clay;;;4c1;P15 fabric;1;0;;0;
15106;3938001;Transport;Amphora;Clay;;;4c7;;1;0;;0;
15106;3938001;Transport;Amphora;Clay;;;4c6;;1;0;;0;
15106;3938001;Transport;Amphora;Clay;;;4c5;;3;0;;0;
15106;3938001;Transport;Amphora;Clay;;;4c3;;7;0;;0;
15106;3938001;Transport;Amphora;Clay;;;4c2;1x handle (sel.);8;0;;1;
15106;3938101;Transport;Amphora;Clay;;;4c6;;6;0;;0;
15106;3938101;Transport;Amphora;Clay;;;4c5;3x handle (all double-bar, Dressel 2-4);16;0;;0;
15106;3938101;Transport;Amphora;Clay;;;4c4;;2;0;;0;
15106;3938101;Transport;Amphora;Clay;;;4c3;"1x handle + wall; 2x handle (1x Dressel 2-4, hard orange, strongly seperated grey core)";27;0;;2;
15106;3938101;Transport;Amphora;Clay;;;4c2;1x rim (sel.);16;0;;1;
15106;3938201;Transport;Amphora;Clay;;;4c8;;1;0;;0;
15106;3938201;Transport;Amphora;Clay;;;4c7;1x handle? (worn);3;0;;0;
15106;3938201;Transport;Amphora;Clay;;;4c6;;1;0;;0;
15106;3938201;Transport;Amphora;Clay;;;4c5;;10;0;;0;
15106;3938201;Transport;Amphora;Clay;;;4c4;;2;0;;0;
15106;3938201;Transport;Amphora;Clay;;;4c3;1x rim, 1x attachment (not sel.), 1x handle;34;0;;2;
15106;3938201;Transport;Amphora;Clay;;;4c2;;8;0;;0;
15106;3938301;Transport;Amphora;Clay;;;4c8;;1;0;;0;
15106;3938301;Transport;Amphora;Clay;;;4c7;;4;0;;0;
15106;3938301;Transport;Amphora;Clay;;;4c6;1x spike (incomplete);5;0;;0;
15106;3938301;Transport;Amphora;Clay;;;4c5;;4;0;;0;
15106;3938301;Transport;Amphora;Clay;;;4c3;;15;0;;0;
15106;3938301;Transport;Amphora;Clay;;;4c2;1x spike (incomplete);9;0;;0;
15106;3938401;Transport;Amphora;Clay;;;4c6;1x handle (sel.);5;0;;1;
15106;3938401;Transport;Amphora;Clay;;;4c5;;2;0;;0;
15106;3938401;Transport;Amphora;Clay;;;4c4;;4;0;;0;
15106;3938401;Transport;Amphora;Clay;;;4c3;;20;0;;0;
15106;3938401;Transport;Amphora;Clay;;;4c2;1x handle (sel.);8;0;;1;
15106;3938501;Transport;Amphora;Clay;;;4c8;;1;0;;0;
15106;3938501;Transport;Amphora;Clay;;;4c7;;2;0;;0;
15106;3938501;Transport;Amphora;Clay;;;4c6;1x double-bar handle;2;0;;0;
15106;3938501;Transport;Amphora;Clay;;;4c5;;2;0;;0;
15106;3938501;Transport;Amphora;Clay;;;4c3;;9;0;;0;
15106;3938501;Transport;Amphora;Clay;;;4c2;1x handle;8;0;;1;
15106;3938601;Transport;Amphora;Clay;;;4c5;1x spike;2;0;;0;
15106;3938601;Transport;Amphora;Clay;;;4c3;;4;0;;0;
15106;3938601;Transport;Amphora;Clay;;;4c2;;7;0;;0;
15106;3945901;Transport;Amphora;Clay;;;4c;2 rims, 4 handles;6;0;;6;
15106;3936001;Utilities;;Clay;black glazed;;4e;2x base (1x sel.), 1x stamp;4;0;;2;
15106;3222704;Indet;;Stone;;;5d;"very large basalt lava object; concave with upright edge";1;;-;0;
15106;3929101;Indet;;Bone;;;5b;Small piece;1;0;;0;
15106;3929601;Indet;;Bone;;;5b;Small fragment;1;0;;0;
15106;3929701;Indet;;Bone;;;5b;Small fragment;1;0;;0;
15106;3928301;Indet;;Metal;;;5a;Bronze fragment;1;0;;1;
15106;3930001;Indet;;Metal;;;5a;Nail;1;0;;0;
15106;3930901;Indet;;Metal;;;5a;Sheet of bronze;1;0;;1;
15106;3929201;Indet;;Clay;glazed ware;;4k;White glaze;1;0;;0;
15106;3936301;Indet;;Clay;glazed ware;;4k;;1;0;;0;
15106;3927401;Indet;;Glass;glass;;5c;Unknown date;1;0;;0;
15106;3929101;Indet;;Glass;glass;;5c;Small base ring;1;0;;0;
15106;3929801;Indet;;Glass;glass;;5c;Handle (sel.);1;0;;1;
15106;3930001;Indet;;Glass;glass;;5c;Rim fragment (sel.);1;0;;1;
15106;3936801;Indet;;Glass;glass;;5c;;1;0;;0;
15106;3937001;Indet;;Glass;glass;;5c;;1;0;;0;
15106;3936401;Indet;;Stone;flint;;1;;1;0;;0;
15106;3224601;Indet;;Stone;flint;;1d;;1;5;some wear;0;
15106;3224601;Indet;;Stone;flint;;1a;;1;10;some wear;0;
15106;3222701;Indet;;Stone;flint;;1d;;1;5;some wear;0;
15106;3222701;Indet;;Stone;flint;;1a;;2;60;some wear;0;
15106;3222703;Indet;;Stone;flint;;1a;;1;10;some wear;0;
15106;3222706;Indet;;Clay;glazed ware;;4k;-;1;10;worn;0;
11269;3243301;Architecture;;Clay;chiaro sabbioso;;3b;laat republikeins?;2;40;worn;0;
11269;3243301;Architecture;Tile;Clay;depurated ware;;3c;wit, zuiver, keizertijd? 1 rand;9;800;worn;0;
11269;3243301;Indet;;Clay;depurated ware;;4d;1 bodem;2;20;worn;0;
11269;3243301;Indet;;Clay;plain impasto;;2a;klompjes, maar wel duidelijk proto of archaïsch;3;20;very worn;0;
11269;3243302;Craft Production;Slag;Other;-;;7b;van glas?;1;20;-;0;
11269;3243302;Craft Production;Slag;Other;-;;7a;Iron slag?;2;1300;-;0;
11269;3243302;Architecture;;Clay;chiaro sabbioso;;3b;laat Republikeins?;1;30;worn;0;
11269;3243302;Architecture;Tile;Clay;depurated ware;;3c;imbrex met zwarte slib afgewerkt aan bovenzijde. datering onduidelijk;1;35;worn;0;
11269;3243302;Architecture;Tile;Clay;depurated ware;;3c;wit, zuiver, hard, rand van pan;1;150;worn;0;
11269;3243303;Architecture;;Clay;chiaro sabbioso;;3b;Republikeinse tile;1;80;worn;0;
11269;3243303;Architecture;Tile;Clay;depurated ware;;3c;wit, hard, gezuiverd, soms met zwarte afwerking aan bovenzijde;13;700;worn;0;
11269;3243304;Architecture;;Clay;chiaro sabbioso;;3b;met augiet, Republikeins?;1;40;worn;0;
11269;3243304;Architecture;Tile;Clay;depurated ware;;3c;zuiver, wit, keizertijd?;6;1100;worn;0;
11269;3243305;Craft Production;Slag;Other;-;;7a;Iron slag?;1;3;-;0;
11269;3243305;Architecture;Tile;Clay;depurated ware;;3c;zuiver, wit, keizertijd?;13;750;worn;0;
11269;3243401;Craft Production;Slag;Other;-;;7b;type slak wat onduidelijk, mogelijk 1 ijzerslak, 2x glasachtig / verglaasde groene slak;3;180;-;0;
11269;3243401;Architecture;;Clay;chiaro sabbioso;;3b;Republikeinse dakpan;2;120;some wear;0;
11269;3243401;Architecture;Tile;Clay;depurated ware;;3c;wit en beige, enkele inclusies, keizertijd;4;370;worn;0;
11269;3243401;Indet;;Clay;plain impasto;;2a;;1;10;very worn;0;
11269;3243402;Architecture;Tile;Clay;depurated ware;;3c;1 rand;17;600;worn;0;
11269;3244001;Indet;;Clay;coarse ware;;4b;-;1;25;very worn;0;
11269;3244001;Architecture;Tile;Clay;depurated ware;;3c;1 rim van een tile, imbrex en tile (keizertijd waarschijnlijk);22;750;worn;0;
11269;3244002;Indet;;Clay;;;6;grijze klei;1;75;worn;0;
11269;3244002;Craft Production;Slag;Other;-;;7b;1 groene slak, 1x witte kristallijne steen met groene aanslag;2;100;-;0;
11269;3244002;Architecture;;Clay;chiaro sabbioso;;3b;plate of tile, groffere inclusies;1;160;some wear;0;
11269;3244002;Architecture;;Clay;chiaro sabbioso;;3b;rim of a tile, fijne augiet;1;380;very worn;0;
11269;3244002;Architecture;;Clay;chiaro sabbioso;;3b;wit + roze, wit soms met zwarte verf o.I.d. afgewerkt, tile + imbrex;7;340;-;0;
11269;3244002;Indet;;Clay;coarse ware;;4b;base?;1;50;worn;0;
11269;3244002;Indet;;Clay;glazed ware;;4k;2x bruine glaze, 1x met geglazuurdde schildering;3;30;-;0;
11291;3468101;Architecture;;Clay;chiaro sabbioso;;3b;white to light orange augite tile, very coarse fabric;88;3000;worn;0;
11291;3468101;Indet;;Clay;coarse ware;;4b;-;1;10;worn;0;
11291;3468101;Indet;;Clay;plain impasto;;2a;;1;60;worn;0;
11291;3468102;Architecture;;Clay;chiaro sabbioso;;3b;augite tile, most discarded;21;900;worn;0;
11291;3468103;Table Ware;;Clay;black glazed;;4e;-;1;5;very worn;0;
11291;3468103;Architecture;;Clay;chiaro sabbioso;;3b;-;28;800;worn;0;
11291;3468103;Household Production;;Clay;chiaro sabbioso;;;1 loom weight;1;250;worn;0;
11291;3468103;Indet;;Clay;plain impasto;;2a;;3;80;worn;0;
15005;3268901;Architecture;;Clay;chiaro sabbioso;;3b;tile rims kept. White with augite and light orange with augite. Rim of dolium (selection kept);50;700;not so worn;0;
15005;3268901;Transport;Amphora;Clay;coarse ware;;4c;pink/pale;4;35;worn;0;
15005;3268901;Indet;;Clay;coarse ware;;4b;-;1;5;worn;0;
15005;3268901;Indet;;Clay;plain impasto;;2a;;1;25;worn;0;
15005;3268902;Indet;;Clay;chiaro sabbioso;;4a;vaatwerk (bijv. een teglia);1;200;-;0;
15005;3268902;Architecture;;Clay;chiaro sabbioso;;3b;roze/witte augiet tile. Een deel kan toebehoren aan vaatwerk bv. Teglie. Mogelijk p-arch, anders zeker republikeins;42;1200;-;0;
15005;3268902;Architecture;;Clay;coarse ware;;3d;-;1;5;-;0;
15005;3268902;Architecture;Tile;Clay;depurated ware;;3c;sandy fabric, mainly pottery;1;25;-;0;
15005;3268902;Indet;;Clay;glazed ware;;4k;depurated with blue and yellow glaze;1;20;-;0;
15005;3268902;Indet;;Clay;plain impasto;;2a;augiet fabric;3;180;-;0;
15038;3426801;Indet;;Clay;;;6;-;12;35;very worn;0;
15038;3426801;Architecture;;Clay;chiaro sabbioso;;3b;"varying amounts of augite; 2 rims, 1 imbrex";26;2220;worn;1;
15038;3426801;Transport;Amphora;Clay;coarse ware;;4c;2 handle fragments (eroded);10;185;worn;0;
15038;3426801;Indet;;Clay;coarse ware;;4b;-;1;5;worn;0;
15038;3426801;Architecture;Tile;Clay;depurated ware;;3c;-;10;460;worn;0;
15038;3426801;Indet;;Clay;depurated ware;;4d;-;3;10;very worn;0;
15038;3426801;Indet;;Stone;flint;;1d;;1;5;-;1;
15038;3426801;Indet;;Clay;plain impasto;;2a;;4;20;worn;0;
15112;3106201;Indet;;Clay;;;6;-;10;25;very worn;0;
15112;3106201;Table Ware;;Clay;black glazed;;4e;-;1;5;very worn;0;
15112;3106201;Architecture;;Clay;chiaro sabbioso;;3b;1 x rim;65;1650;very worn;0;
15112;3106201;Architecture;Tile;Clay;coarse ware;red augite;3a;-;1;100;very worn;0;
15112;3106201;Transport;Amphora;Clay;coarse ware;;4c;1 x handle fragment;2;60;very worn;0;
15112;3106201;Indet;;Clay;coarse ware;;4b;-;3;15;very worn;0;
15112;3106201;Architecture;Tile;Clay;depurated ware;;3c;-;2;80;very worn;0;
15112;3106201;Indet;;Clay;depurated ware;;4d;-;1;5;very worn;0;
15112;3106201;Indet;;Stone;flint;;1d;;1;5;fine;0;
15112;3106301;Indet;;Clay;;;6;-;60;250;very worn;0;
15112;3106301;Architecture;;Clay;chiaro sabbioso;;3b;-;68;800;very worn;0;
15112;3106301;Architecture;Tile;Clay;coarse ware;red augite;3a;possibly dolium;1;50;very worn;0;
15112;3106301;Transport;Amphora;Clay;coarse ware;;4c;-;13;280;very worn;0;
15112;3106301;Indet;;Clay;coarse ware;;4b;a.o. depurated dolium and patched almond rim;8;355;very worn;0;
15112;3106301;Architecture;Tile;Clay;depurated ware;;3c;-;13;310;very worn;0;
15112;3106301;Indet;;Clay;depurated ware;;4d;a.o. ring base, possibly eroded black glazed;13;70;very worn;0;
15112;3106301;Indet;;Stone;flint;;1d;;1;5;some wear;0;
15112;3106302;Indet;;Clay;;;6;mainly tile;48;110;very worn;0;
15112;3106302;Table Ware;;Clay;black glazed;;4e;-;3;10;very worn;0;
15112;3106302;Architecture;;Clay;chiaro sabbioso;;3b;1 damaged rim;78;1700;very worn;0;
15112;3106302;Transport;Amphora;Clay;coarse ware;;4c;1 Dressel 1 A/B (?) rim;9;190;very worn;0;
15112;3106302;Indet;;Clay;coarse ware;;4b;-;3;20;very worn;0;
15112;3106302;Architecture;Tile;Clay;depurated ware;;3c;-;1;100;very worn;0;
15112;3106302;Indet;;Clay;depurated ware;;4d;1 x eroded black gloss;2;10;very worn;0;
15112;3106302;Indet;;Clay;plain impasto;;2a;Archaic medium impasto;1;30;worn;0;
15112;3106303;Table Ware;;Clay;black glazed;;4e;waarsch. black glaze fragments;1;5;very worn;0;
15112;3106303;Table Ware;;Clay;black glazed;;4e;ringbase, zwart vernis streepje bewaard op overgang voet naar wand;1;25;worn;0;
15112;3106303;Indet;;Clay;chiaro sabbioso;;4a;1 x bodem flat, 1 x amandelrond;3;60;some wear;0;
15112;3106303;Architecture;;Clay;chiaro sabbioso;;3b;"1 imbrex; 1 tile met rand, republikeinse fabric";2;280;some wear;0;
15112;3106303;Transport;Amphora;Clay;coarse ware;;4c;-;1;20;very worn;0;
15112;3106303;Indet;;Clay;coarse ware;;4b;-;1;10;worn;0;
15112;3106303;Architecture;Tile;Clay;depurated ware;;3c;onduidelijk fragment;1;120;worn;0;
15112;3106303;Indet;;Clay;depurated ware;;4d;bowl rand van roze pure klei;1;20;worn;0;
15112;3106304;Table Ware;;Clay;ARS;;4g;1 stukje gerold ARSW;1;10;very worn;0;
15112;3106304;Table Ware;Plate;Clay;black glazed;;4e;randje van een bord;1;5;worn;0;
15112;3106304;Indet;;Clay;coarse ware;;4b;rand, maar zeer afgesleten van wijde bak;1;50;very worn;0;
15112;3106304;Indet;;Clay;coarse ware;;4b;1 dekselknop;2;30;worn;0;
15112;3106304;Indet;;Clay;depurated ware;;4d;randjes van schqalen/deksels, mozaiek ook ARSW;3;25;worn;0;
15112;3106304;Indet;;Clay;plain impasto;;2a;datering onduidelijk, waarschijnlijk ijzertijd;1;5;very worn;0;
15112;3946201;Transport;Amphora;Clay;;;4c2;1x rim, 1x spike;2;110;very worn;2;
15112;3946201;Architecture;;Clay;;;3c2;;3;50;worn;0;
15112;3946201;Architecture;;Clay;;;3b3;;1;50;worn;0;
15112;3946201;Table Ware;;Clay;black glazed;;4e;;1;5;very worn;0;
15112;3946201;Kitchen Ware;;Clay;coarse ware;;4b2;3 rims;3;25;worn;3;
15152;3947101;Craft Production;Wasters;Clay;;;7c;greenish and pale fragments;4;700;worn;0;
15152;3947101;Transport;Amphora;Clay;;;4c6;;1;50;worn;0;
15152;3947101;Transport;Amphora;Clay;;;4c3;1x handle, 1x spike;2;210;worn;2;
15152;3947101;Transport;Amphora;Clay;;;4c2;;2;30;very worn;0;
15152;3947101;Architecture;;Clay;;;3c2;;10;160;very worn;0;
15152;3947101;Architecture;;Clay;;;3b3;;17;420;worn;0;
15152;3947101;Architecture;;Clay;;;3b2;;4;150;worn;0;
15152;3947101;Architecture;;Clay;;;3b1;tile & imbrex;7;325;worn;0;
15152;3947101;Table Ware;;Clay;black glazed;;4e;;1;10;very worn;0;
15152;3947101;Household Production;Loom weight;Clay;coarse ware;;4b4;1 almost complete;2;430;worn;2;
15152;3947101;Kitchen Ware;;Clay;coarse ware;;4b2;1x base, 1x rim (sel.);7;80;worn;1;
15152;3947101;Indet;;Clay;depurated ware;;4d2;;2;10;very worn;0;
15152;3947101;Table Ware;;Clay;depurated ware;;4d1;;1;5;very worn;0;
15152;3947101;Indet;;Clay;impasto rosso;;2c;base;1;5;worn;1;
15152;3947101;Kitchen Ware;;Clay;plain impasto;red augite;2a2;;1;20;worn;0;
11378;3618901;Table Ware;;Clay;black glazed;;4e;-;1;5;very worn;0;
11378;3618901;Architecture;;Clay;chiaro sabbioso;;3b;-;126;600;very worn;0;
11378;3618901;Transport;Amphora;Clay;coarse ware;;4c;-;2;10;very worn;0;
11378;3618901;Indet;;Clay;coarse ware;;4b;-;13;30;very worn;0;
11378;3618901;Indet;;Clay;depurated ware;;4d;-;2;10;very worn;0;
11378;3618901;Indet;;Stone;flint;;1a;;1;20;fine;0;
