Site_ID;sample_ID;function;shape;raw_material;ware;ceramic_fabric;Code_orig;notes;N_total;Weight;condition_orig;N_selected;
15106;3929801;Transport;Amphora;Clay;;;4c4;;2;0;;0;
15106;3929801;Transport;Amphora;Clay;;;4c3;;1;0;;0;
15106;3929801;Transport;Amphora;Clay;;;4c2;;1;0;;0;
15106;3929901;Transport;Amphora;Clay;;;4c8;;5;0;;0;
15106;3929901;Transport;Amphora;Clay;;;4c6;;3;0;;0;
15106;3929901;Transport;Amphora;Clay;;;4c5;;1;0;;0;
15106;3929901;Transport;Amphora;Clay;;;4c3;;5;0;;0;
15106;3929901;Transport;Amphora;Clay;;;4c2;;4;0;;0;
15106;3929901;Transport;Amphora;Clay;;;4c1;P15 fabric;1;0;;0;
15106;3930001;Transport;Amphora;Clay;;;4c7;1x handle beginning;7;0;;0;
15106;3930001;Transport;Amphora;Clay;;;4c6;;4;0;;0;
15106;3930001;Transport;Amphora;Clay;;;4c5;;1;0;;0;
15106;3930001;Transport;Amphora;Clay;;;4c4;1x handle (sel.);4;0;;1;
15106;3930001;Transport;Amphora;Clay;;;4c3;;4;0;;0;
15106;3930001;Transport;Amphora;Clay;;;4c2;;6;0;;0;
15106;3930001;Transport;Amphora;Clay;;;4c1;2x P15 fabric (badly mixed);2;0;;0;
15106;3930101;Transport;Amphora;Clay;;;4c7;;7;0;;0;
15106;3930101;Transport;Amphora;Clay;;;4c6;;2;0;;0;
15106;3930101;Transport;Amphora;Clay;;;4c4;1x handle (sel.);4;0;;1;
15106;3930101;Transport;Amphora;Clay;;;4c2;1x rim (sel.);6;0;;1;
15106;3930101;Transport;Amphora;Clay;;;4c1;P15 fabric;1;0;;0;
15106;3930201;Transport;Amphora;Clay;;;4c6;;2;0;;0;
15106;3930201;Transport;Amphora;Clay;;;4c5;;1;0;;0;
15106;3930201;Transport;Amphora;Clay;;;4c3;;5;0;;0;
15106;3930201;Transport;Amphora;Clay;;;4c2;1x rim, 1x handle (sel.);5;0;;2;
15106;3930201;Transport;Amphora;Clay;;;4c1;P15 fabric;1;0;;0;
15106;3930301;Transport;Amphora;Clay;;;4c8;;2;0;;0;
15106;3930301;Transport;Amphora;Clay;;;4c5;1x half of Dressel 2-4 handle;3;0;;0;
15106;3930301;Transport;Amphora;Clay;;;4c4;;4;0;;0;
15106;3930301;Transport;Amphora;Clay;;;4c3;;3;0;;0;
15106;3930301;Transport;Amphora;Clay;;;4c2;;2;0;;0;
15106;3930401;Transport;Amphora;Clay;;;4c7;;2;0;;0;
15106;3930401;Transport;Amphora;Clay;;;4c5;1x handle;2;0;;1;
15106;3930401;Transport;Amphora;Clay;;;4c4;;3;0;;0;
15106;3930401;Transport;Amphora;Clay;;;4c2;;3;0;;0;
15106;3930401;Transport;Amphora;Clay;;;4c1;P15 fabric;3;0;;0;
15106;3930501;Transport;Amphora;Clay;;;4c8;;2;0;;0;
15106;3930501;Transport;Amphora;Clay;;;4c7;1x base;5;0;;0;
15106;3930501;Transport;Amphora;Clay;;;4c6;;6;0;;0;
15106;3930501;Transport;Amphora;Clay;;;4c5;;1;0;;0;
15106;3930501;Transport;Amphora;Clay;;;4c4;;2;0;;0;
15106;3930501;Transport;Amphora;Clay;;;4c3;;6;0;;0;
15106;3930501;Transport;Amphora;Clay;;;4c2;;8;0;;0;
15106;3930501;Transport;Amphora;Clay;;;4c1;All P15 fabric;3;0;;0;
15106;3930601;Transport;Amphora;Clay;;;4c8;;2;0;;0;
15106;3930601;Transport;Amphora;Clay;;;4c7;;5;0;;0;
15106;3930601;Transport;Amphora;Clay;;;4c6;;1;0;;0;
15106;3930601;Transport;Amphora;Clay;;;4c4;;6;0;;0;
15106;3930601;Transport;Amphora;Clay;;;4c3;;1;0;;0;
15106;3930601;Transport;Amphora;Clay;;;4c2;;2;0;;0;
15106;3930601;Transport;Amphora;Clay;;;4c1;P15 fabric;2;0;;0;
15106;3930701;Transport;Amphora;Clay;;;4c7;;5;0;;0;
15106;3930701;Transport;Amphora;Clay;;;4c6;;3;0;;0;
15106;3930701;Transport;Amphora;Clay;;;4c4;;8;0;;0;
15106;3930701;Transport;Amphora;Clay;;;4c3;;1;0;;0;
15106;3930701;Transport;Amphora;Clay;;;4c2;;1;0;;0;
15106;3930801;Transport;Amphora;Clay;;;4c4;Incomplete spike;1;0;;0;
15106;3930801;Transport;Amphora;Clay;;;4c2;;4;0;;0;
15106;3930801;Transport;Amphora;Clay;;;4c1;P15 fabric;1;0;;0;
15106;3930901;Transport;Amphora;Clay;;;4c7;;2;0;;0;
15106;3930901;Transport;Amphora;Clay;;;4c6;;2;0;;0;
15106;3930901;Transport;Amphora;Clay;;;4c5;1x rim (sel.);2;0;;1;
15106;3930901;Transport;Amphora;Clay;;;4c1;P15 fabric;3;0;;0;
15106;3931001;Transport;Amphora;Clay;;;4c7;;1;0;;0;
15106;3931001;Transport;Amphora;Clay;;;4c4;1x rim;5;0;;1;
15106;3931001;Transport;Amphora;Clay;;;4c2;;4;0;;0;
15106;3931101;Transport;Amphora;Clay;;;4c7;;14;0;;0;
15106;3931101;Transport;Amphora;Clay;;;4c6;;5;0;;0;
15106;3931101;Transport;Amphora;Clay;;;4c4;1x beginning of handle;4;0;;0;
15106;3931101;Transport;Amphora;Clay;;;4c2;1x handle (sel.);8;0;;1;
15106;3931201;Transport;Amphora;Clay;;;4c8;;2;0;;0;
15106;3931201;Transport;Amphora;Clay;;;4c7;;10;0;;0;
15106;3931201;Transport;Amphora;Clay;;;4c6;;5;0;;0;
15106;3931201;Transport;Amphora;Clay;;;4c4;;3;0;;0;
15106;3931201;Transport;Amphora;Clay;;;4c3;;5;0;;0;
15106;3931201;Transport;Amphora;Clay;;;4c2;;9;0;;0;
15106;3931201;Transport;Amphora;Clay;;;4c1;P15 fabric;1;0;;0;
15106;3931301;Transport;Amphora;Clay;;;4c8;;1;0;;0;
15106;3931301;Transport;Amphora;Clay;;;4c7;1x handle;4;0;;1;
15106;3931301;Transport;Amphora;Clay;;;4c6;;2;0;;0;
15106;3931301;Transport;Amphora;Clay;;;4c5;;1;0;;0;
15106;3931301;Transport;Amphora;Clay;;;4c4;1x handle;4;0;;1;
15106;3931301;Transport;Amphora;Clay;;;4c3;;1;0;;0;
15106;3931301;Transport;Amphora;Clay;;;4c2;;11;0;;0;
15106;3931301;Transport;Amphora;Clay;;;4c1;P15 fabric;4;0;;0;
15106;3931401;Transport;Amphora;Clay;;;4c7;;1;0;;0;
15106;3931401;Transport;Amphora;Clay;;;4c4;;1;0;;0;
15106;3931401;Transport;Amphora;Clay;;;4c3;;1;0;;0;
15106;3931401;Transport;Amphora;Clay;;;4c2;1x handle;4;0;;1;
15106;3931501;Transport;Amphora;Clay;;;4c7;;1;0;;0;
15106;3931501;Transport;Amphora;Clay;;;4c4;;1;0;;0;
15106;3931501;Transport;Amphora;Clay;;;4c2;Wall fragments;7;0;;0;
15106;3931601;Transport;Amphora;Clay;;;4c8;;1;0;;0;
15106;3931601;Transport;Amphora;Clay;;;4c7;;3;0;;0;
15106;3931601;Transport;Amphora;Clay;;;4c6;;3;0;;0;
15106;3931601;Transport;Amphora;Clay;;;4c4;;2;0;;0;
15106;3931601;Transport;Amphora;Clay;;;4c2;;8;0;;0;
15106;3931701;Transport;Amphora;Clay;;;4c8;;1;0;;0;
15106;3931701;Transport;Amphora;Clay;;;4c7;;4;0;;0;
15106;3931701;Transport;Amphora;Clay;;;4c6;;5;0;;0;
15106;3931701;Transport;Amphora;Clay;;;4c4;;1;0;;0;
15106;3931701;Transport;Amphora;Clay;;;4c3;;7;0;;0;
15106;3931701;Transport;Amphora;Clay;;;4c2;;14;0;;0;
15106;3931701;Transport;Amphora;Clay;;;4c1;P15 fabric;2;0;;0;
15106;3931801;Transport;Amphora;Clay;;;4c7;;5;0;;0;
15106;3931801;Transport;Amphora;Clay;;;4c6;;2;0;;0;
15106;3931801;Transport;Amphora;Clay;;;4c4;;1;0;;0;
15106;3931801;Transport;Amphora;Clay;;;4c3;1x rim (sel.);4;0;;1;
15106;3931801;Transport;Amphora;Clay;;;4c2;;11;0;;0;
15106;3931801;Transport;Amphora;Clay;;;4c1;P15 fabric;1;0;;0;
15106;3931901;Transport;Amphora;Clay;;;4c8;;1;0;;0;
15106;3931901;Transport;Amphora;Clay;;;4c7;;2;0;;0;
15106;3931901;Transport;Amphora;Clay;;;4c6;;1;0;;0;
15106;3931901;Transport;Amphora;Clay;;;4c3;;5;0;;0;
15106;3931901;Transport;Amphora;Clay;;;4c2;;1;0;;0;
15106;3931901;Transport;Amphora;Clay;;;4c1;P15 fabric;2;0;;0;
15106;3932001;Transport;Amphora;Clay;;;4c7;;1;0;;0;
15106;3932001;Transport;Amphora;Clay;;;4c3;;1;0;;0;
15106;3932001;Transport;Amphora;Clay;;;4c2;;1;0;;0;
15106;3932101;Transport;Amphora;Clay;;;4c8;;1;0;;0;
15106;3932101;Transport;Amphora;Clay;;;4c4;;2;0;;0;
15106;3932101;Transport;Amphora;Clay;;;4c3;;2;0;;0;
15106;3932101;Transport;Amphora;Clay;;;4c2;"2x handle (1x incomplete; 1x half of double-bar handle)";7;0;;0;
15106;3932201;Transport;Amphora;Clay;;;4c8;;1;0;;0;
15106;3932201;Transport;Amphora;Clay;;;4c7;;5;0;;0;
15106;3932201;Transport;Amphora;Clay;;;4c6;;2;0;;0;
15106;3932201;Transport;Amphora;Clay;;;4c3;1x rim (sel.), 1x spike;2;0;;1;
15106;3932201;Transport;Amphora;Clay;;;4c2;;7;0;;0;
15106;3932301;Transport;Amphora;Clay;;;4c7;;3;0;;0;
15106;3932301;Transport;Amphora;Clay;;;4c6;1x rim (incomplete, triangular);3;0;;0;
15106;3932301;Transport;Amphora;Clay;;;4c5;;1;0;;0;
15106;3932301;Transport;Amphora;Clay;;;4c4;;3;0;;0;
15106;3932301;Transport;Amphora;Clay;;;4c3;;7;0;;0;
15106;3932301;Transport;Amphora;Clay;;;4c2;;8;0;;0;
15106;3932401;Transport;Amphora;Clay;;;4c8;;2;0;;0;
15106;3932401;Transport;Amphora;Clay;;;4c7;;4;0;;0;
15106;3932401;Transport;Amphora;Clay;;;4c6;;1;0;;0;
15106;3932401;Transport;Amphora;Clay;;;4c4;;4;0;;0;
15106;3932401;Transport;Amphora;Clay;;;4c3;;1;0;;0;
15106;3932401;Transport;Amphora;Clay;;;4c2;;4;0;;0;
15106;3932401;Transport;Amphora;Clay;;;4c1;P15 fabric;2;0;;0;
15106;3932501;Transport;Amphora;Clay;;;4c7;1x handle (sel.);1;0;;1;
15106;3932501;Transport;Amphora;Clay;;;4c6;;3;0;;0;
15106;3932501;Transport;Amphora;Clay;;;4c3;;2;0;;0;
15106;3932501;Transport;Amphora;Clay;;;4c2;1x handle (sel.);1;0;;1;
15106;3932601;Transport;Amphora;Clay;;;4c6;;1;0;;0;
15106;3932601;Transport;Amphora;Clay;;;4c3;;1;0;;0;
15106;3932601;Transport;Amphora;Clay;;;4c2;;4;0;;0;
15106;3932701;Transport;Amphora;Clay;;;4c7;;1;0;;0;
15106;3932701;Transport;Amphora;Clay;;;4c6;;1;0;;0;
15106;3932701;Transport;Amphora;Clay;;;4c3;Handle (sel.);1;0;;1;
15106;3932701;Transport;Amphora;Clay;;;4c2;;5;0;;0;
15106;3932801;Transport;Amphora;Clay;;;4c7;;1;0;;0;
15106;3932801;Transport;Amphora;Clay;;;4c5;;1;0;;0;
15106;3932801;Transport;Amphora;Clay;;;4c2;1x part of handle (Haltern 70);5;0;;0;
15106;3932901;Transport;Amphora;Clay;;;4c8;;1;0;;0;
15106;3932901;Transport;Amphora;Clay;;;4c7;;3;0;;0;
15106;3932901;Transport;Amphora;Clay;;;4c6;;2;0;;0;
15106;3932901;Transport;Amphora;Clay;;;4c3;;11;0;;0;
15106;3932901;Transport;Amphora;Clay;;;4c2;;4;0;;0;
15106;3933001;Transport;Amphora;Clay;;;4c3;;2;0;;0;
15106;3933001;Transport;Amphora;Clay;;;4c2;;1;0;;0;
15106;3933101;Transport;Amphora;Clay;;;4c6;;1;0;;0;
15106;3933101;Transport;Amphora;Clay;;;4c5;;1;0;;0;
15106;3933101;Transport;Amphora;Clay;;;4c3;;1;0;;0;
15106;3933101;Transport;Amphora;Clay;;;4c2;1x handle (sel.);2;0;;1;
15106;3933201;Transport;Amphora;Clay;;;4c7;;1;0;;0;
15106;3933201;Transport;Amphora;Clay;;;4c6;;1;0;;0;
15106;3933201;Transport;Amphora;Clay;;;4c2;1x rim (sel.);2;0;;1;
15106;3933301;Transport;Amphora;Clay;;;4c7;;1;0;;0;
15106;3933301;Transport;Amphora;Clay;;;4c6;;1;0;;0;
15106;3933301;Transport;Amphora;Clay;;;4c3;;1;0;;0;
15106;3933301;Transport;Amphora;Clay;;;4c2;;1;0;;0;
15106;3933501;Transport;Amphora;Clay;;;4c7;;2;0;;0;
15106;3933501;Transport;Amphora;Clay;;;4c3;;1;0;;0;
15106;3933501;Transport;Amphora;Clay;;;4c2;;2;0;;0;
15106;3933601;Transport;Amphora;Clay;;;4c7;;1;0;;0;
15106;3933601;Transport;Amphora;Clay;;;4c6;1x handle (sel.);1;0;;1;
15106;3933601;Transport;Amphora;Clay;;;4c2;1x handle (sel.);3;0;;1;
15106;3933701;Transport;Amphora;Clay;;;4c6;;2;0;;0;
15106;3933701;Transport;Amphora;Clay;;;4c3;;2;0;;0;
15106;3933701;Transport;Amphora;Clay;;;4c2;;1;0;;0;
15106;3933701;Transport;Amphora;Clay;;;4c1;P15 fabric;2;0;;0;
15106;3933801;Transport;Amphora;Clay;;;4c6;;1;0;;0;
15106;3933801;Transport;Amphora;Clay;;;4c3;;1;0;;0;
15106;3933801;Transport;Amphora;Clay;;;4c2;;2;0;;0;
15106;3933801;Transport;Amphora;Clay;;;4c1;P15 fabric;2;0;;0;
15106;3933901;Transport;Amphora;Clay;;;4c7;;1;0;;0;
15106;3933901;Transport;Amphora;Clay;;;4c4;;2;0;;0;
15106;3933901;Transport;Amphora;Clay;;;4c3;;2;0;;0;
15106;3933901;Transport;Amphora;Clay;;;4c2;;2;0;;0;
15106;3934001;Transport;Amphora;Clay;;;4c8;;3;0;;0;
15106;3934001;Transport;Amphora;Clay;;;4c6;;1;0;;0;
15106;3934001;Transport;Amphora;Clay;;;4c5;;3;0;;0;
15106;3934001;Transport;Amphora;Clay;;;4c4;;2;0;;0;
15106;3934001;Transport;Amphora;Clay;;;4c3;1x  beginning of handle;2;0;;0;
15106;3934001;Transport;Amphora;Clay;;;4c2;;5;0;;0;
15106;3934001;Transport;Amphora;Clay;;;4c1;P15 fabric;1;0;;0;
15106;3934101;Transport;Amphora;Clay;;;4c8;;1;0;;0;
15106;3934101;Transport;Amphora;Clay;;;4c7;;2;0;;0;
15106;3934101;Transport;Amphora;Clay;;;4c6;;1;0;;0;
15106;3934101;Transport;Amphora;Clay;;;4c5;;2;0;;0;
15106;3934101;Transport;Amphora;Clay;;;4c4;;2;0;;0;
15106;3934101;Transport;Amphora;Clay;;;4c3;;4;0;;0;
15106;3934101;Transport;Amphora;Clay;;;4c2;;2;0;;0;
15106;3934201;Transport;Amphora;Clay;;;4c7;;1;0;;0;
15106;3934201;Transport;Amphora;Clay;;;4c4;;2;0;;0;
15106;3934201;Transport;Amphora;Clay;;;4c3;;2;0;;0;
15106;3934201;Transport;Amphora;Clay;;;4c2;Small part of handle;4;0;;0;
15106;3934301;Transport;Amphora;Clay;;;4c8;;1;0;;0;
15106;3934301;Transport;Amphora;Clay;;;4c7;;4;0;;0;
15106;3934301;Transport;Amphora;Clay;;;4c4;;2;0;;0;
15106;3934301;Transport;Amphora;Clay;;;4c3;;1;0;;0;
15106;3934301;Transport;Amphora;Clay;;;4c2;;4;0;;0;
15106;3934401;Transport;Amphora;Clay;;;4c7;;1;0;;0;
15106;3934401;Transport;Amphora;Clay;;;4c6;;4;0;;0;
15106;3934401;Transport;Amphora;Clay;;;4c4;;1;0;;0;
15106;3934401;Transport;Amphora;Clay;;;4c3;;8;0;;0;
15106;3934401;Transport;Amphora;Clay;;;4c2;1x spike (sel.);10;0;;1;
15106;3934501;Transport;Amphora;Clay;;;4c6;Incomplete spike;1;0;;0;
15106;3934501;Transport;Amphora;Clay;;;4c4;;2;0;;0;
15106;3934501;Transport;Amphora;Clay;;;4c2;;3;0;;0;
15106;3934501;Transport;Amphora;Clay;;;4c1;P15 fabric;1;0;;0;
15106;3934601;Transport;Amphora;Clay;;;4c8;;3;0;;0;
15106;3934601;Transport;Amphora;Clay;;;4c7;;1;0;;0;
15106;3934601;Transport;Amphora;Clay;;;4c6;;1;0;;0;
15106;3934601;Transport;Amphora;Clay;;;4c5;;2;0;;0;
15106;3934601;Transport;Amphora;Clay;;;4c4;;2;0;;0;
15106;3934601;Transport;Amphora;Clay;;;4c3;;9;0;;0;
15106;3934601;Transport;Amphora;Clay;;;4c2;;8;0;;0;
15106;3934701;Transport;Amphora;Clay;;;4c8;1x rim (sel.);2;0;;1;
15106;3934701;Transport;Amphora;Clay;;;4c7;;9;0;;0;
15106;3934701;Transport;Amphora;Clay;;;4c6;;2;0;;0;
15106;3934701;Transport;Amphora;Clay;;;4c5;;3;0;;0;
15106;3934701;Transport;Amphora;Clay;;;4c4;;7;0;;0;
15106;3934701;Transport;Amphora;Clay;;;4c3;1x rim (sel.);6;0;;1;
15106;3934701;Transport;Amphora;Clay;;;4c2;;10;0;;0;
15106;3934701;Transport;Amphora;Clay;;;4c1;P15 fabric;1;0;;0;
15106;3934801;Transport;Amphora;Clay;;;4c8;;5;0;;0;
15106;3934801;Transport;Amphora;Clay;;;4c7;1x handle (sel.);13;0;;1;
15106;3934801;Transport;Amphora;Clay;;;4c6;;3;0;;0;
15106;3934801;Transport;Amphora;Clay;;;4c5;;3;0;;0;
15106;3934801;Transport;Amphora;Clay;;;4c4;;8;0;;0;
15106;3934801;Transport;Amphora;Clay;;;4c3;2x rim (sel.);18;0;;2;
15106;3934801;Transport;Amphora;Clay;;;4c2;;20;0;;0;
15106;3934801;Transport;Amphora;Clay;;;4c1;P15 fabric;2;0;;0;
15106;3934901;Transport;Amphora;Clay;;;4c8;;3;0;;0;
15106;3934901;Transport;Amphora;Clay;;;4c7;2x rim fragment (sel.);12;0;;2;
15106;3934901;Transport;Amphora;Clay;;;4c6;;2;0;;0;
15106;3934901;Transport;Amphora;Clay;;;4c5;;8;0;;0;
15106;3934901;Transport;Amphora;Clay;;;4c4;;6;0;;0;
15106;3934901;Transport;Amphora;Clay;;;4c3;;11;0;;0;
15106;3934901;Transport;Amphora;Clay;;;4c2;1x half of a double-bar handle;24;0;;0;
15106;3934901;Transport;Amphora;Clay;;;4c1;P15 fabric (handle? - worn);2;0;;0;
15106;3935001;Transport;Amphora;Clay;;;4c8;;3;0;;0;
15106;3935001;Transport;Amphora;Clay;;;4c7;;13;0;;0;
15106;3935001;Transport;Amphora;Clay;;;4c5;;3;0;;0;
15106;3935001;Transport;Amphora;Clay;;;4c3;1x handle (double-bar);12;0;;0;
15106;3935001;Transport;Amphora;Clay;;;4c2;1x part of a handle;16;0;;0;
15106;3935101;Transport;Amphora;Clay;;;4c8;;1;0;;0;
15106;3935101;Transport;Amphora;Clay;;;4c7;;6;0;;0;
15106;3935101;Transport;Amphora;Clay;;;4c6;;4;0;;0;
15106;3935101;Transport;Amphora;Clay;;;4c5;1x half of a double-bar handle (Dressel 2-4);2;0;;0;
15106;3935101;Transport;Amphora;Clay;;;4c4;;3;0;;0;
15106;3935101;Transport;Amphora;Clay;;;4c3;;3;0;;0;
15106;3935101;Transport;Amphora;Clay;;;4c2;;5;0;;0;
15106;3935101;Transport;Amphora;Clay;;;4c1;P15 fabric;3;0;;0;
15106;3935201;Transport;Amphora;Clay;;;4c7;1x rim (sel.);3;0;;1;
15106;3935201;Transport;Amphora;Clay;;;4c6;;1;0;;0;
15106;3935201;Transport;Amphora;Clay;;;4c5;;2;0;;0;
15106;3935201;Transport;Amphora;Clay;;;4c4;1x handle (sel.);5;0;;1;
15106;3935201;Transport;Amphora;Clay;;;4c2;;1;0;;0;
15106;3935301;Transport;Amphora;Clay;;;4c5;;3;0;;0;
15106;3935301;Transport;Amphora;Clay;;;4c3;;2;0;;0;
15106;3935301;Transport;Amphora;Clay;;;4c2;Very worn handle;1;0;;0;
15106;3935401;Transport;Amphora;Clay;;;4c7;;1;0;;0;
15106;3935401;Transport;Amphora;Clay;;;4c5;;3;0;;0;
15106;3935401;Transport;Amphora;Clay;;;4c4;;1;0;;0;
15106;3935401;Transport;Amphora;Clay;;;4c3;;3;0;;0;
15106;3935401;Transport;Amphora;Clay;;;4c2;;9;0;;0;
15106;3935401;Transport;Amphora;Clay;;;4c1;P15 fabric;2;0;;0;
15106;3935501;Transport;Amphora;Clay;;;4c5;;1;0;;0;
15106;3935501;Transport;Amphora;Clay;;;4c3;;2;0;;0;
15106;3935501;Transport;Amphora;Clay;;;4c2;1x handle (sel.);7;0;;1;
15106;3935601;Transport;Amphora;Clay;;;4c8;;1;0;;0;
15106;3935601;Transport;Amphora;Clay;;;4c7;;3;0;;0;
15106;3935601;Transport;Amphora;Clay;;;4c5;;1;0;;0;
15106;3935601;Transport;Amphora;Clay;;;4c4;;1;0;;0;
15106;3935601;Transport;Amphora;Clay;;;4c3;;9;0;;0;
15106;3935601;Transport;Amphora;Clay;;;4c2;;6;0;;0;
15106;3935701;Transport;Amphora;Clay;;;4c8;;4;0;;0;
15106;3935701;Transport;Amphora;Clay;;;4c7;;3;0;;0;
15106;3935701;Transport;Amphora;Clay;;;4c6;;2;0;;0;
15106;3935701;Transport;Amphora;Clay;;;4c5;;2;0;;0;
15106;3935701;Transport;Amphora;Clay;;;4c4;;4;0;;0;
15106;3935701;Transport;Amphora;Clay;;;4c3;1x handle (sel.), 1x beginning of handle;15;0;;1;
15106;3935701;Transport;Amphora;Clay;;;4c2;;11;0;;0;
15106;3935701;Transport;Amphora;Clay;;;4c1;P15 fabric;2;0;;0;
15106;3935801;Transport;Amphora;Clay;;;4c8;1x handle (sel.);5;0;;1;
15106;3935801;Transport;Amphora;Clay;;;4c7;1x handle (sel.);10;0;;1;
15106;3935801;Transport;Amphora;Clay;;;4c6;;1;0;;0;
15106;3935801;Transport;Amphora;Clay;;;4c5;;3;0;;0;
15106;3935801;Transport;Amphora;Clay;;;4c3;;10;0;;0;
15106;3935801;Transport;Amphora;Clay;;;4c2;;21;0;;0;
15106;3935901;Transport;Amphora;Clay;;;4c8;;1;0;;0;
15106;3935901;Transport;Amphora;Clay;;;4c7;;8;0;;0;
15106;3935901;Transport;Amphora;Clay;;;4c6;;3;0;;0;
15106;3935901;Transport;Amphora;Clay;;;4c5;;3;0;;0;
15106;3935901;Transport;Amphora;Clay;;;4c4;;1;0;;0;
15106;3935901;Transport;Amphora;Clay;;;4c3;;19;0;;0;
15106;3935901;Transport;Amphora;Clay;;;4c2;;17;0;;0;
15106;3935901;Transport;Amphora;Clay;;;4c1;P15 fabric;2;0;;0;
15106;3936001;Transport;Amphora;Clay;;;4c8;;2;0;;0;
15106;3936001;Transport;Amphora;Clay;;;4c7;;15;0;;0;
15106;3936001;Transport;Amphora;Clay;;;4c5;;3;0;;0;
15106;3936001;Transport;Amphora;Clay;;;4c3;;14;0;;0;
15106;3936001;Transport;Amphora;Clay;;;4c2;2x handle (sel.);8;0;;2;
15106;3936101;Transport;Amphora;Clay;;;4c7;1x rim (sel.);5;0;;1;
15106;3936101;Transport;Amphora;Clay;;;4c6;Rim (sel.);1;0;;1;
15106;3936101;Transport;Amphora;Clay;;;4c5;;3;0;;0;
15106;3936101;Transport;Amphora;Clay;;;4c4;;1;0;;0;
15106;3936101;Transport;Amphora;Clay;;;4c3;;12;0;;0;
15106;3936101;Transport;Amphora;Clay;;;4c2;;1;0;;0;
15106;3936101;Transport;Amphora;Clay;;;4c1;P15 fabric;1;0;;0;
15106;3936201;Transport;Amphora;Clay;;;4c8;;3;0;;0;
15106;3936201;Transport;Amphora;Clay;;;4c6;1x handle (sel.);2;0;;1;
15106;3936201;Transport;Amphora;Clay;;;4c5;;3;0;;0;
15106;3936201;Transport;Amphora;Clay;;;4c3;1x handle (sel.);6;0;;1;
15106;3936201;Transport;Amphora;Clay;;;4c2;;7;0;;0;
15106;3936301;Transport;Amphora;Clay;;;4c5;;3;0;;0;
15106;3936301;Transport;Amphora;Clay;;;4c3;;5;0;;0;
15106;3936301;Transport;Amphora;Clay;;;4c2;1x handle (sel.);4;0;;1;
15106;3936401;Transport;Amphora;Clay;;;4c8;;2;0;;0;
15106;3936401;Transport;Amphora;Clay;;;4c7;;7;0;;0;
15106;3936401;Transport;Amphora;Clay;;;4c6;;2;0;;0;
15106;3936401;Transport;Amphora;Clay;;;4c5;;3;0;;0;
15106;3936401;Transport;Amphora;Clay;;;4c4;;1;0;;0;
15106;3936401;Transport;Amphora;Clay;;;4c3;;7;0;;0;
15106;3936401;Transport;Amphora;Clay;;;4c2;;5;0;;0;
15106;3936501;Transport;Amphora;Clay;;;4c8;;1;0;;0;
15106;3936501;Transport;Amphora;Clay;;;4c7;1x small part of spike;3;0;;0;
15106;3936501;Transport;Amphora;Clay;;;4c6;;1;0;;0;
15106;3936501;Transport;Amphora;Clay;;;4c5;;7;0;;0;
15106;3936501;Transport;Amphora;Clay;;;4c4;;1;0;;0;
15106;3936501;Transport;Amphora;Clay;;;4c3;1x handle (sel.);12;0;;1;
15106;3936501;Transport;Amphora;Clay;;;4c2;;8;0;;0;
15106;3936601;Transport;Amphora;Clay;;;4c8;;3;0;;0;
15106;3936601;Transport;Amphora;Clay;;;4c7;2x incomplete handle, 2x beginning of handle;20;0;;0;
15106;3936601;Transport;Amphora;Clay;;;4c6;;3;0;;0;
15106;3936601;Transport;Amphora;Clay;;;4c5;;2;0;;0;
15106;3936601;Transport;Amphora;Clay;;;4c4;;2;0;;0;
15106;3936601;Transport;Amphora;Clay;;;4c3;;20;0;;0;
15106;3936601;Transport;Amphora;Clay;;;4c2;1x incomplete handle, 1x rim (sel.), 1x half of double-bar handle;13;0;;1;
15106;3936701;Transport;Amphora;Clay;;;4c8;;2;0;;0;
15106;3936701;Transport;Amphora;Clay;;;4c7;;4;0;;0;
15106;3936701;Transport;Amphora;Clay;;;4c6;;5;0;;0;
15106;3936701;Transport;Amphora;Clay;;;4c5;;5;0;;0;
15106;3936701;Transport;Amphora;Clay;;;4c4;;10;0;;0;
15106;3936701;Transport;Amphora;Clay;;;4c3;1x rim (sel.);33;0;;1;
15106;3936701;Transport;Amphora;Clay;;;4c2;;20;0;;0;
15106;3936701;Transport;Amphora;Clay;;;4c1;P15 fabric;3;0;;0;
15106;3936801;Transport;Amphora;Clay;;;4c8;;5;0;;0;
15106;3936801;Transport;Amphora;Clay;;;4c7;1x beginning of handle;7;0;;0;
15106;3936801;Transport;Amphora;Clay;;;4c6;;7;0;;0;
15106;3936801;Transport;Amphora;Clay;;;4c5;;5;0;;0;
15106;3936801;Transport;Amphora;Clay;;;4c3;2x handle (1x sel.), 1x broken rim;18;0;;1;
15106;3936801;Transport;Amphora;Clay;;;4c2;1x handle (1x double-bar handle - not sel.);17;0;;1;
15106;3936801;Transport;Amphora;Clay;;;4c1;P15 fabric;1;0;;0;
15106;3936901;Transport;Amphora;Clay;;;4c8;;2;0;;0;
15106;3936901;Transport;Amphora;Clay;;;4c7;;6;0;;0;
15106;3936901;Transport;Amphora;Clay;;;4c6;1x spike (incomplete), 1x rim (sel.);4;0;;1;
15106;3936901;Transport;Amphora;Clay;;;4c5;;5;0;;0;
15106;3936901;Transport;Amphora;Clay;;;4c4;;5;0;;0;
15106;3936901;Transport;Amphora;Clay;;;4c3;1x handle (sel.);21;0;;1;
