Source_ID;source_site_ID;unit_ID;sample_ID;Ware;Sherd number;Fragment type;Shape;Type;Decoration;Diameter_cm;Drawn and described;Fabric;Extra;Ware (code);Number;Notes
MC13;MC13_site_26;102408;10240802;coarse ware;102408/02/01;Spike fragment;Amphora;;;;FALSE;;;;1;
MC13;MC13_site_26;102408;10240802;coarse ware;102408/02/02;Handle fragment;Amphora;;;;FALSE;;;;1;
MC13;MC13_site_26;102409;10240901;coarse ware;102409/01/03;Foot fragment;Pan;;;30;TRUE;red augite;;;1;
MC13;MC13_site_26;102409;10240901;coarse ware;102409/01/02;Rim fragment;Bowl;;;14;TRUE;;;;1;
MC13;MC13_site_26;102409;10240901;coarse ware;102409/01/01;Rim fragment;Basin;;;50;TRUE;;;;1;
MC13;MC13_site_26;102409;10240902;coarse ware;102409/02/01;Rim fragment;Lid;;;19;TRUE;;;;1;
MC13;MC13_site_26;102409;10240902;coarse ware;102409/02/02;Rim fragment;Lid;;;;FALSE;;;;1;
MC13;MC13_site_26;102409;10240903;coarse ware;102409/03/01;;;;;;TRUE;red augite;;;1;
MC13;MC13_site_26;102410;10241003;coarse ware;102410/03/01;Handle fragment;Amphora;;;;FALSE;;;;1;
MC13;MC13_site_26;102411;10241101;coarse ware;102411/01/07;Rim fragment;Lid;;;20;FALSE;;;;1;
MC13;MC13_site_26;102411;10241101;coarse ware;102411/01/12;Rim fragment;Lid;;;;FALSE;;;;1;
MC13;MC13_site_26;102411;10241101;coarse ware;102411/01/13A;Rim fragment;Jar;;;14;TRUE;;;;1;
MC13;MC13_site_26;102411;10241101;coarse ware;102411/01/02;Rim fragment;;;;20;FALSE;;;;1;
MC13;MC13_site_26;102411;10241102;coarse ware;102411/02/01;Rim fragment;Bowl;;;22;TRUE;;;;1;
MC13;MC13_site_26;102412;10241201;coarse ware;102412/01/02;Rim fragment;Bowl;;;20;TRUE;;;;1;
MC13;MC13_site_26;102413;10241301;coarse ware;102413/01/01;Rim fragment;Lid;;;13;FALSE;;;;1;
MC13;MC13_site_26;102413;10241301;coarse ware;102413/01/03;Rim fragment;Jar;;;;FALSE;;;;1;
MC13;MC13_site_26;102413;10241302;coarse ware;102413/02/02;Rim fragment;Lid;;;17;FALSE;;As MC'12 102173/01/09;;1;
MC13;MC13_site_26;102413;10241302;coarse ware;102413/02/06;Rim fragment;Jar;;;11;FALSE;;As MC'13 101754/01/01;;1;
MC13;MC13_site_26;102414;10241402;coarse ware;102414/02/01;Handle fragment;Amphora;;;;FALSE;;;;1;
MC13;MC13_site_26;102416;10241601;coarse ware;102416/01/01;Body fragment;;;;;FALSE;;;;1;
MC13;MC13_site_26;102418;10241801;coarse ware;102418/01/01;Spike fragment;Amphora;;;3;FALSE;;;;1;
MC13;MC13_site_26;102418;10241801;coarse ware;102418/01/03;Body fragment;;;applied;;FALSE;red augite;notched cord decoration;;1;
MC13;MC13_site_26;102419;10241901;coarse ware;102419/01/01;Rim fragment;Amphora;;;17;TRUE;;;;1;
MC13;MC13_site_26;102419;10241902;coarse ware;102419/02/01;Rim fragment;Lid;;;;FALSE;;As MC'12 100389/01/01;;1;
MC13;MC13_site_26;102419;10241902;coarse ware;102419/02/03;Rim fragment;Jug;;;11;TRUE;red augite;;;1;
MC13;MC13_site_26;102420;10242002;coarse ware;102420/02/02;Body fragment;;;applied;;FALSE;;with notched cord decoration;;1;
MC13;MC13_site_26;102422;10242201;coarse ware;102422/01/01;Handle fragment;Amphora;;;;FALSE;;;;1;
MC13;MC13_site_26;102423;10242302;coarse ware;102423/02/01;Rim fragment;Plate;;;20;TRUE;;;;1;
MC13;MC13_site_26;102425;10242501;coarse ware;102425/01/01;Body fragment;;;;;FALSE;;With notched cord on exterior;;1;
MC13;MC13_site_26;102427;10242701;coarse ware;102427/01/02;Handle fragment;Amphora;;;;FALSE;;;;1;
MC13;MC13_site_26;102427;10242701;coarse ware;102427/01/03;Handle fragment;Amphora;;;;FALSE;;;;1;
MC13;MC13_site_26;102427;10242701;coarse ware;102427/01/04;Handle fragment;;;;;FALSE;;;;1;
MC13;MC13_site_26;102426;10242601;chiaro sabbioso;102426/01/03;Rim fragment;Basin;Tol 2012 Pl.V-XIX.55;;40;FALSE;;;;1;
MC13;MC13_site_26;102414;10241401;chiaro sabbioso;102414/01/02;Rim fragment;Basin;;;60;TRUE;;;;1;
MC13;MC13_site_26;102417;10241701;chiaro sabbioso;102417/01/01;Rim fragment;Basin;;;34;FALSE;;As MC'101220/02/03;;1;
MC13;MC13_site_26;102397;10239701;black glazed;102397/01/01;Rim fragment;Bowl;Morel form 2783/84;;12;FALSE;;;;1;
MC13;MC13_site_26;102407;10240702;black glazed;102407/02/01;Rim fragment;Bowl;Morel form 2783/84;;14;FALSE;;;;1;
MC13;MC13_site_26;102407;10240702;black glazed;102407/02/05;Rim fragment;Bowl;Morel form 2783/84;;;FALSE;;;;1;
MC13;MC13_site_26;102410;10241002;black glazed;102410/02/01;Rim fragment;Bowl;Morel form 2783/84;;14;FALSE;;;;1;
MC13;MC13_site_26;102410;10241003;black glazed;102410/03/03;Rim fragment;Bowl;Morel form 2783/84;;;FALSE;;;;1;
MC13;MC13_site_26;102411;10241101;black glazed;102411/01/14;Rim fragment;Bowl;Morel form 2783/84;;;FALSE;;;;1;
MC13;MC13_site_26;102411;10241102;black glazed;102411/02/06;Rim fragment;Bowl;Morel form 2783/84;;14;FALSE;;;;1;
MC13;MC13_site_26;102417;10241702;black glazed;102417/02/02;Rim fragment;Bowl;Morel form 2783/84;;14;FALSE;;;;1;
MC13;MC13_site_26;102418;10241801;black glazed;102418/01/04;Rim fragment;Bowl;Morel form 2783/84;;12;FALSE;;;;1;
MC13;MC13_site_26;102411;10241102;black glazed;102411/02/07;Rim fragment;Bowl;Morel form 2538;;17;TRUE;;;;1;
MC13;MC13_site_26;102394;10239401;black glazed;102394/01/01;Rim fragment;Bowl;;;16;TRUE;;;;1;
MC13;MC13_site_26;102404;10240401;black glazed;102404/01/03;Rim fragment;Cup;;;6,4;TRUE;;;;1;
MC13;MC13_site_26;102408;10240801;black glazed;102408/01/01;Rim fragment;Plate;;;20;TRUE;;;;1;
MC13;MC13_site_26;102409;10240902;black glazed;102409/02/04;Base fragment;;;stamped;;FALSE;;Band of rouletting;;1;
MC13;MC13_site_26;102411;10241101;black glazed;102411/01/11;Rim fragment;Bowl;;;7,5;FALSE;;;;1;
MC13;MC13_site_26;102411;10241101;black glazed;102411/01/01;Base fragment;;;;6,2;TRUE;;stamped;;1;
MC13;MC13_site_26;102413;10241302;black glazed;102413/02/04;Rim fragment;;;;20;FALSE;;;;1;
MC13;MC13_site_26;102419;10241901;black glazed;102419/01/02;Handle fragment;;;;;TRUE;;;;1;
MC13;MC13_site_26;102419;10241902;black glazed;102419/02/02;Rim fragment;Plate;;;26;TRUE;;;;1;
MC13;MC13_site_26;102423;10242302;black glazed;102423/02/02;Rim fragment;Bowl;;;8;FALSE;;;;1;
MC13;MC13_site_26;102424;10242401;black glazed;102424/01/02;Rim fragment;Bowl;;;15;TRUE;;;;1;
MC13;MC13_site_26;102424;10242401;black glazed;102424/01/02A;Rim fragment;Bowl;;;;FALSE;;;;1;
MC13;MC13_site_28;102461;10246101;flint;102461/01/03;;Arrow head;;;;FALSE;;TO BE LOOKED AT BY MLR;;1;
MC13;MC13_site_28;102462;10246201;flint;102462/01/03;;;;;;FALSE;;TO BE LOOKED AT BY MLR;;1;
MC13;MC13_site_28;102464;10246401;flint;102464/01/01;;;;;;FALSE;;TO BE LOOKED AT BY MLR;;1;
MC13;MC13_site_28;102464;10246401;flint;102464/01/02;;;;;;FALSE;;TO BE LOOKED AT BY MLR;;1;
MC13;MC13_site_28;102464;10246401;flint;102464/01/03;;;;;;FALSE;;TO BE LOOKED AT BY MLR;;1;
MC13;MC13_site_28;102467;10246702;flint;102467/02/01;;;;;;FALSE;;TO BE LOOKED AT BY MLR;;1;
MC13;MC13_site_28;102469;10246902;flint;102469/02/01;;;;;;FALSE;;TO BE LOOKED AT BY MLR;;1;
MC13;MC13_site_28;102469;10246902;flint;102469/02/03;;;;;;FALSE;;TO BE LOOKED AT BY MLR;;1;
MC13;MC13_site_28;102470;10247001;flint;102470/01/01;;;;;;FALSE;;TO BE LOOKED AT BY MLR;;1;
MC13;MC13_site_28;102461;10246102;depurated ware;102461/02/01;Rim fragment;Plate;;;7;FALSE;;Possibly small version of Morel 1110/1120;;1;
MC13;MC13_site_28;102462;10246201;coarse ware;102462/01/04;Rim fragment;Jar;Olcese Olla type 2;;16;FALSE;;;;1;
MC13;MC13_site_28;102462;10246202;coarse ware;102462/02/02;Rim fragment;Jar;Olcese Olla type 2;;20;FALSE;;;;1;
MC13;MC13_site_28;102462;10246202;coarse ware;102462/02/04;Rim fragment;Jar;Olcese Olla type 2;;14;FALSE;;;;1;
MC13;MC13_site_28;102462;10246202;coarse ware;102462/02/05;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC13;MC13_site_28;102463;10246302;coarse ware;102463/02/01;Rim fragment;Jar;Olcese Olla type 2;;20;FALSE;;;;1;
MC13;MC13_site_28;102463;10246302;coarse ware;102463/02/02;Rim fragment;Jar;Olcese Olla type 2;;16;FALSE;;;;1;
MC13;MC13_site_28;102467;10246702;coarse ware;102467/02/02;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC13;MC13_site_28;102468;10246801;coarse ware;102468/01/01;Rim fragment;Jar;Olcese Olla type 2;;15;FALSE;;;;1;
MC13;MC13_site_28;102468;10246801;coarse ware;102468/01/02;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC13;MC13_site_28;102468;10246801;coarse ware;102468/01/03;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC13;MC13_site_28;102471;10247101;coarse ware;102471/01/01;Rim fragment;Jar;Olcese Olla type 2;;16;FALSE;;;;1;
MC13;MC13_site_28;102469;10246902;coarse ware;102469/02/02;Rim fragment;Lid;Olcese Coperchio type 1;;20;FALSE;;;;1;
MC13;MC13_site_28;102461;10246101;coarse ware;102461/01/02;Rim fragment;Lid;;;;FALSE;red augite;;;1;
MC13;MC13_site_28;102462;10246201;coarse ware;102462/01/01;Rim fragment;Jar;;;;FALSE;red augite;As MC'13 102480/03/14;;1;
MC13;MC13_site_28;102462;10246202;coarse ware;102462/02/03;Rim fragment;Lid;;;;FALSE;;;;1;
MC13;MC13_site_28;102462;10246202;coarse ware;102462/02/01;Base and lug fragment;Baking tray;;;32;FALSE;;Lug of unknown shape;;1;
MC13;MC13_site_28;102463;10246301;coarse ware;102463/01/01;Handle fragment;Amphora;;;;FALSE;;;;1;
MC13;MC13_site_28;102463;10246301;coarse ware;102463/01/02;Rim fragment;;;;20;FALSE;;;;1;
MC13;MC13_site_28;102466;10246602;coarse ware;102466/02/01;;Loom weight;;;;FALSE;red baking fabric;Triangular shaped loomweight;;1;Upper part not preserved
MC13;MC13_site_28;102472;10247201;coarse ware;102472/01/01;Flange fragment;Baking cover;;;;FALSE;;;;1;
MC13;MC13_site_28;102461;10246101;black glazed;102461/01/01;Body fragment;Skyphos;Tol 2012 Pl.IV-VIII.30;painted;;TRUE;;;;1;
MC13;MC13_site_28;102469;10246901;black glazed;102469/01/01;Rim fragment;Bowl;Morel form 2783/84;;;FALSE;;;;1;
MC13;MC13_site_28;102472;10247201;black glazed;102472/01/02;Rim fragment;Bowl;Morel form 2783/84;;14;FALSE;;;;1;
MC13;MC13_site_28;102468;10246802;black glazed;102468/02/01;Base fragment;;GPS Phase 4;stamped;;FALSE;;Only very small part of rosette stamp preserved;;1;
MC13;MC13_site_28;102462;10246201;black glazed;102462/01/02;Base fragment;;GPS Phase 3;stamped;;TRUE;;;;1;
MC13;MC13_site_28;102463;10246301;black glazed;102463/01/04;Base fragment;;GPS Phase 3;stamped;;TRUE;;Stanco 2009, fig.5.18/19;;1;
MC13;MC13_site_28;102468;10246801;black glazed;102468/01/04;Base fragment;;GPS Phase 3;stamped;4;TRUE;;;;1;
MC13;MC13_site_28;102466;10246601;black glazed;102466/01/01;Rim fragment;Bowl;;;5;FALSE;;;;1;
MC13;MC13_site_28;102469;10246902;black glazed;102469/02/04;Base fragment;;;moulded;;FALSE;;Bands of rouletting on interior;;1;
MC13;MC13_site_29;102502;10250202;flint;102502/02/01;;;;;;FALSE;;;;1;
MC13;MC13_site_29;102504;10250401;flint;102504/01/01;;;;;;FALSE;;TO BE LOOKED AT BY MLR;;1;
MC13;MC13_site_29;102505;10250501;flint;102505/01/01;;;;;;FALSE;;TO BE LOOKED AT BY MLR;;1;
MC13;MC13_site_29;102479;10247901;depurated ware;102479/01/01;Rim fragment;Jar;;;20;TRUE;;;;1;
MC13;MC13_site_29;102479;10247901;coarse ware;102479/01/03;Rim fragment;Jar;Olcese Olla type 2;;22;FALSE;;;;1;
MC13;MC13_site_29;102479;10247902;coarse ware;102479/02/03;Rim fragment;Jar;Olcese Olla type 2;;12;FALSE;;;;1;
MC13;MC13_site_29;102479;10247902;coarse ware;102479/02/06;Rim fragment;Jar;Olcese Olla type 2;;15;FALSE;;;;1;
MC13;MC13_site_29;102479;10247902;coarse ware;102479/02/08;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC13;MC13_site_29;102479;10247902;coarse ware;102479/02/09;Rim fragment;Jar;Olcese Olla type 2;;11;FALSE;;;;1;
MC13;MC13_site_29;102479;10247902;coarse ware;102479/02/10;Rim fragment;Jar;Olcese Olla type 2;;20;FALSE;;;;1;
MC13;MC13_site_29;102480;10248001;coarse ware;102480/01/01;Rim fragment;Jar;Olcese Olla type 2;;20;FALSE;;;;1;
MC13;MC13_site_29;102480;10248002;coarse ware;102480/02/01;Rim fragment;Jar;Olcese Olla type 2;;19;FALSE;;;;1;
MC13;MC13_site_29;102480;10248003;coarse ware;102480/03/08;Rim fragment;Jar;Olcese Olla type 2;;16;FALSE;;;;1;
MC13;MC13_site_29;102480;10248003;coarse ware;102480/03/09;Rim fragment;Jar;Olcese Olla type 2;;13;FALSE;;;;1;
MC13;MC13_site_29;102480;10248003;coarse ware;102480/03/13;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC13;MC13_site_29;102481;10248101;coarse ware;102481/01/02;Rim fragment;Jar;Olcese Olla type 2;;15;FALSE;;;;1;
MC13;MC13_site_29;102483;10248302;coarse ware;102483/02/01;Rim fragment;Jar;Olcese Olla type 2;;19;FALSE;;;;1;
MC13;MC13_site_29;102484;10248402;coarse ware;102484/02/03;Rim fragment;Jar;Olcese Olla type 2;;17;FALSE;;;;1;
MC13;MC13_site_29;102485;10248502;coarse ware;102485/02/03;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC13;MC13_site_29;102485;10248502;coarse ware;102485/02/04;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC13;MC13_site_29;102485;10248502;coarse ware;102485/02/05;Rim fragment;Jar;Olcese Olla type 2;;30;FALSE;;;;1;
MC13;MC13_site_29;102486;10248602;coarse ware;102486/02/01;Rim fragment;Jar;Olcese Olla type 2;;18;FALSE;;;;1;
MC13;MC13_site_29;102486;10248602;coarse ware;102486/02/02;Rim fragment;Jar;Olcese Olla type 2;;15;FALSE;;;;1;
MC13;MC13_site_29;102486;10248602;coarse ware;102486/02/04;Rim fragment;Jar;Olcese Olla type 2;;15;FALSE;;;;1;
MC13;MC13_site_29;102486;10248602;coarse ware;102486/02/05;Rim fragment;Jar;Olcese Olla type 2;;15;FALSE;;;;1;
MC13;MC13_site_29;102487;10248701;coarse ware;102487/01/01;Rim fragment;Jar;Olcese Olla type 2;;13;FALSE;;;;1;
MC13;MC13_site_29;102487;10248702;coarse ware;102487/02/01;Rim fragment;Jar;Olcese Olla type 2;;12;FALSE;;;;1;
MC13;MC13_site_29;102487;10248702;coarse ware;102487/02/03;Rim fragment;Jar;Olcese Olla type 2;;16;FALSE;;;;1;
MC13;MC13_site_29;102488;10248801;coarse ware;102488/01/01;Rim fragment;Jar;Olcese Olla type 2;;14;FALSE;;;;1;
MC13;MC13_site_29;102488;10248802;coarse ware;102488/02/01;Rim fragment;Jar;Olcese Olla type 2;;16;FALSE;;;;1;
MC13;MC13_site_29;102491;10249102;coarse ware;102491/02/01;Rim fragment;Jar;Olcese Olla type 2;;17;FALSE;;;;1;
MC13;MC13_site_29;102491;10249102;coarse ware;102491/02/02;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC13;MC13_site_29;102498;10249801;coarse ware;102498/01/01;Rim fragment;Jar;Olcese Olla type 2;;24;FALSE;;;;1;
MC13;MC13_site_29;102498;10249801;coarse ware;102498/01/04;Rim fragment;Jar;Olcese Olla type 2;;13;FALSE;;;;1;
MC13;MC13_site_29;102498;10249802;coarse ware;102498/02/01;Rim fragment;Jar;Olcese Olla type 2;;20;FALSE;;;;1;
MC13;MC13_site_29;102499;10249901;coarse ware;102499/01/03;Rim fragment;Jar;Olcese Olla type 2;;19;FALSE;;;;1;
MC13;MC13_site_29;102499;10249901;coarse ware;102499/01/04;Rim fragment;Jar;Olcese Olla type 2;;14;FALSE;;;;1;
MC13;MC13_site_29;102501;10250101;coarse ware;102501/01/03;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC13;MC13_site_29;102506;10250601;coarse ware;102506/01/01;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC13;MC13_site_29;102508;10250802;coarse ware;102508/02/01;Rim fragment;Jar;Olcese Olla type 2;;17;FALSE;;;;1;
MC13;MC13_site_29;102512;10251201;coarse ware;102512/01/01;Rim fragment;Jar;Olcese Olla type 2;;14;FALSE;;;;1;
MC13;MC13_site_29;102512;10251201;coarse ware;102512/01/02;Rim fragment;Jar;Olcese Olla type 2;;28;FALSE;;;;1;
MC13;MC13_site_29;102481;10248101;coarse ware;102481/01/03;Rim fragment;Lid;Olcese Coperchio type 1;;20;FALSE;;;;1;
MC13;MC13_site_29;102486;10248602;coarse ware;102486/02/03;Rim fragment;Lid;Olcese Coperchio type 1;;18;FALSE;;;;1;
MC13;MC13_site_29;102487;10248701;coarse ware;102487/01/02;Rim fragment;Lid;Olcese Coperchio type 1;;25;FALSE;;;;1;
MC13;MC13_site_29;102488;10248801;coarse ware;102488/01/02;Rim fragment;Lid;Olcese Coperchio type 1;;20;FALSE;;;;1;
MC13;MC13_site_29;102500;10250001;coarse ware;102500/01/01;Rim fragment;Lid;Olcese Coperchio type 1;;20;FALSE;;;;1;
MC13;MC13_site_29;102501;10250101;coarse ware;102501/01/02;Rim fragment;Lid;Olcese Coperchio type 1;;;FALSE;;;;1;
MC13;MC13_site_29;102479;10247902;coarse ware;102479/02/01;Rim fragment;Amphora;Graeco-Italic;;20;FALSE;;;;1;
MC13;MC13_site_29;102479;10247902;coarse ware;102479/02/07;Rim fragment;Amphora;Graeco-Italic;;16;FALSE;;;;1;
MC13;MC13_site_29;102480;10248002;coarse ware;102480/02/02;Rim fragment;Amphora;Graeco-Italic;;16;FALSE;;;;1;
MC13;MC13_site_29;102480;10248003;coarse ware;102480/03/01;Rim fragment;Amphora;Graeco-Italic;;20;TRUE;;;;1;
MC13;MC13_site_29;102480;10248001;coarse ware;102480/01/02;Body fragment;;;incised;;TRUE;;;;1;
MC13;MC13_site_29;102480;10248003;coarse ware;102480/03/07;Rim fragment;Lid;;;19;TRUE;;;;1;
MC13;MC13_site_29;102480;10248003;coarse ware;102480/03/12;Rim fragment;Lid;;;15;FALSE;;;;1;
MC13;MC13_site_29;102480;10248003;coarse ware;102480/03/14;Rim fragment;Jar;;;10;TRUE;;;;1;
MC13;MC13_site_29;102480;10248003;coarse ware;102480/03/03;Spike fragment;Amphora;;;;FALSE;;;;1;
MC13;MC13_site_29;102480;10248003;coarse ware;102480/03/11;Rim fragment;;;;16;TRUE;;;;1;
MC13;MC13_site_29;102481;10248101;coarse ware;102481/01/01;Rim and handle fragment;Jar;;;15;FALSE;;As MC'13 102499/01/01;;1;
MC13;MC13_site_29;102484;10248402;coarse ware;102484/02/01;Foot fragment;;;;30;FALSE;red augite;Same as MC'13 102409/01/03;;1;
MC13;MC13_site_29;102485;10248502;coarse ware;102485/02/02;;Loom weight;;;;FALSE;;Rectangular loomweight, with groove on top, upper part;;1;
MC13;MC13_site_29;102485;10248502;coarse ware;102485/02/01;Complete profile;Loom weight;;;;FALSE;;"Rectangular loomweight, complete; with groove on top";;1;
MC13;MC13_site_29;102487;10248702;coarse ware;102487/02/02;Rim fragment;Lid;;;14;FALSE;;As MC'12 102188/02/04;;1;
MC13;MC13_site_29;102488;10248802;coarse ware;102488/02/02;Body fragment;;;;;FALSE;;As MC'13 102480/01/02;;1;
MC13;MC13_site_29;102492;10249201;coarse ware;102492/01/01;Rim fragment;Lid;;;;FALSE;;;;1;
MC13;MC13_site_29;102497;10249701;coarse ware;102497/01/01;Foot fragment;;;;30;FALSE;;As MC'13 102409/01/03;;1;
MC13;MC13_site_29;102497;10249702;coarse ware;102497/02/01;Rim fragment;Jar;;;20;TRUE;;;;1;
MC13;MC13_site_29;102499;10249901;coarse ware;102499/01/09;Rim fragment;Lid;;;13;TRUE;red augite;;;1;
MC13;MC13_site_29;102499;10249901;coarse ware;102499/01/01;Rim and handle fragment;Jar;;;16;TRUE;red augite;;;1;
MC13;MC13_site_29;102499;10249901;coarse ware;102499/01/02;Body fragment;;;incised;;FALSE;red augite;As MC'12  102480/01/02;;1;
MC13;MC13_site_29;102482;10248202;chiaro sabbioso;102482/02/01;Rim fragment;Basin;;;70;TRUE;;;;1;
MC13;MC13_site_29;102498;10249801;black glazed;102498/01/03;Base fragment;;Tol 2012 Pl.III-VIII.22;stamped;6;FALSE;;;;1;
MC13;MC13_site_29;102479;10247902;black glazed;102479/02/02;Rim fragment;Bowl;Morel form 2783/84;;;FALSE;;;;1;
MC13;MC13_site_29;102480;10248001;black glazed;102480/01/03;Rim fragment;Bowl;Morel form 2783/84;;15;FALSE;;;;1;
MC13;MC13_site_29;102480;10248003;black glazed;102480/03/02;Rim fragment;Bowl;Morel form 2783/84;;14;FALSE;;;;1;
MC13;MC13_site_29;102480;10248003;black glazed;102480/03/04;Rim fragment;Bowl;Morel form 2783/84;;14;FALSE;;;;1;
MC13;MC13_site_29;102480;10248003;black glazed;102480/03/05;Rim fragment;Bowl;Morel form 2783/84;;15;FALSE;;;;1;
MC13;MC13_site_29;102480;10248003;black glazed;102480/03/06;Rim fragment;Bowl;Morel form 2783/84;;18;FALSE;;;;1;
MC13;MC13_site_29;102480;10248003;black glazed;102480/03/15;Rim fragment;Bowl;Morel form 2783/84;;;FALSE;;;;1;
MC13;MC13_site_29;102492;10249201;black glazed;102492/01/02;Rim fragment;Bowl;Morel form 2783/84;;;FALSE;;;;1;
MC13;MC13_site_29;102497;10249702;black glazed;102497/02/02;Rim fragment;Bowl;Morel form 2783/84;;14;FALSE;;;;1;
MC13;MC13_site_29;102498;10249802;black glazed;102498/02/02;Rim fragment;Bowl;Morel form 2783/84;;14;FALSE;;"Slip overall discoloured; brown-reddish instead of black";;1;
MC13;MC13_site_29;102498;10249802;black glazed;102498/02/05;Rim fragment;Bowl;Morel form 2783/84;;14;FALSE;;;;1;
MC13;MC13_site_29;102499;10249901;black glazed;102499/01/06;Rim fragment;Bowl;Morel form 2783/84;;14;FALSE;;;;1;
MC13;MC13_site_29;102501;10250101;black glazed;102501/01/01;Rim fragment;Bowl;Morel form 2783/84;;14;FALSE;;;;1;
MC13;MC13_site_29;102498;10249802;black glazed;102498/02/04;Body fragment;Plate;Morel form 1111;;;FALSE;;;;1;
MC13;MC13_site_29;102479;10247901;black glazed;102479/01/02;Body fragment;;;stamped;;FALSE;;Only small part of stamp preserved, not drawn;;1;
MC13;MC13_site_29;102479;10247902;black glazed;102479/02/05;Base fragment;;;stamped;4,5;TRUE;;;;1;
MC13;MC13_site_29;102479;10247902;black glazed;102479/02/11;Base fragment;;;stamped;6;TRUE;;;;1;
MC13;MC13_site_29;102480;10248002;black glazed;102480/02/03;Rim fragment;Bowl;;;11;FALSE;;Same as MC'13 102487/02/04;;1;Refittable with MC'13 102487/02/04
MC13;MC13_site_29;102480;10248003;black glazed;102480/03/10;Base fragment;Skyphos;;;7,5;FALSE;;;;1;
MC13;MC13_site_29;102483;10248301;black glazed;102483/01/02;Base fragment;;;stamped;6,6;TRUE;;;;1;
MC13;MC13_site_29;102483;10248302;black glazed;102483/02/02;Rim fragment;Bowl;;;10;TRUE;;;;1;
MC13;MC13_site_29;102484;10248402;black glazed;102484/02/02;Body fragment;;;;;FALSE;;;;1;
MC13;MC13_site_29;102486;10246802;black glazed;102486/02/01A;Base fragment;;;stamped;;FALSE;;Only very small part of two rosette stamps visible, not selected for drawing;;1;
MC13;MC13_site_29;102486;10248601;black glazed;102486/01/01;Neck fragment;;;;;TRUE;;;;1;
MC13;MC13_site_29;102486;10248602;black glazed;102486/02/06;Rim fragment;Bowl;;;6;TRUE;;;;1;
MC13;MC13_site_29;102487;10248702;black glazed;102487/02/04;Rim fragment;Bowl;;;11;TRUE;;;;1;
MC13;MC13_site_29;102498;10249801;black glazed;102498/01/02;Rim fragment;Bowl;;;4,5;TRUE;;;;1;
MC13;MC13_site_29;102498;10249802;black glazed;102498/02/03;Rim fragment;Plate;;;15;TRUE;;;;1;
MC13;MC13_site_29;102499;10249901;black glazed;102499/01/07;Rim fragment;Bowl;;;5;FALSE;;;;1;
MC13;MC13_site_29;102499;10249901;black glazed;102499/01/08;Rim fragment;Bowl;;;;FALSE;;;;1;
MC13;MC13_site_29;102505;10250502;black glazed;102505/02/01;Base fragment;Plate;;;6;TRUE;;;;1;
MC13;MC13_site_29;102479;10247902;;102479/02/04;Body fragment;;;painted;;FALSE;;;;1;
MC12;MC13_site_34;101694;10169401;coarse ware;101694/01/01;Handle fragment;Amphora;;;;FALSE;;;;1;
MC13;MC13_site_34;101703;10170302;pareti sottili;101703/02/04;Rim fragment;Cup;;;12;TRUE;;;;1;
MC13;MC13_site_34;101705;10170502;pareti sottili;101705/02/03;Rim fragment;Cup;;;10;TRUE;;;;1;
MC13;MC13_site_34;101712;10171202;pareti sottili;101712/02/01;Rim fragment;Cup;;;9;FALSE;;As MC'13 101517/06/05;;1;
MC13;MC13_site_34;101712;10171202;pareti sottili;101712/02/03;Rim fragment;;;;;FALSE;;Identical to MC'13 101705/02/03;;1;
MC13;MC13_site_34;101700;10170002;glazed ware;101700/02/02;;;Ceramica invetriata al fuoco;;;FALSE;;;;1;
MC13;MC13_site_34;101709;10170902;flint;101709/02/03;;;;;;FALSE;;;;1;
MC13;MC13_site_34;101718;10171801;flint;101718/01/01;;;;;;FALSE;;TO BE LOOKED AT BY MLR;;1;
MC13;MC13_site_34;101723;10172301;depurated ware;101723/01/01;Handle fragment;Amphora;Dressel 2-4;;;FALSE;;;;1;
MC13;MC13_site_34;101702;10170202;depurated ware;101702/02/04;Base fragment;Unguentarium;;;1,9;FALSE;;;;1;
MC13;MC13_site_34;101704;10170401;depurated ware;101704/01/01;;Loom weight;;;;FALSE;;Rectangular loomweight;;1;
MC13;MC13_site_34;101704;10170401;depurated ware;101704/01/04;;Loom weight;;;;FALSE;;rectangular loomweight;;1;
MC13;MC13_site_34;101707;10170702;depurated ware;101707/02/02;Rim fragment;Bowl;;;;FALSE;;;;1;
MC13;MC13_site_34;101710;10171001;depurated ware;101710/01/01;Base fragment;Unguentarium;;;2,1;FALSE;;;;1;
MC13;MC13_site_34;101715;10171502;depurated ware;101715/02/01;Rim fragment;Bowl;;;16;TRUE;;;;1;
MC13;MC13_site_34;101704;10170401;coarse ware;101704/01/03;Rim fragment;Amphora;Van der Werff 3;;16;FALSE;;;;1;
