Source_ID;source_site_ID;unit_ID;sample_ID;Ware;Sherd number;Fragment type;Shape;Type;Decoration;Diameter_cm;Drawn and described;Fabric;Extra;Ware (code);Number;Notes
MC12;MC12_site_3;102160;10216001;black glazed;102160/01/05;Rim fragment;Plate;;;12;FALSE;;Identical to MC'12 102179/03/07;;1;
MC12;MC12_site_3;102165;10216502;black glazed;102165/02/09A;Rim fragment;Bowl;;;;FALSE;;Small fragment;;1;
MC12;MC12_site_3;102166;10216601;black glazed;102166/01/02;Rim fragment;Bowl;;;;FALSE;;;;1;
MC12;MC12_site_3;102166;10216601;black glazed;102166/01/05;Base fragment;;;;;TRUE;;;;1;
MC12;MC12_site_3;102167;10216702;black glazed;102167/02/05;Rim fragment;Bowl;;;18;TRUE;;;;1;
MC12;MC12_site_3;102172;10217202;black glazed;102172/02/01;Rim fragment;Plate;;;26;FALSE;;;;1;
MC12;MC12_site_3;102172;10217202;black glazed;102172/02/04;Base fragment;Oil lamp;;;;FALSE;;;;1;
MC12;MC12_site_3;102173;10217301;black glazed;102173/01/16;Rim fragment;Bowl;;;16;FALSE;;;;1;
MC12;MC12_site_3;102174;10217402;black glazed;102174/02/02;Rim fragment;Bowl;;;14;FALSE;;;;1;
MC12;MC12_site_3;102174;10217402;black glazed;102174/02/07;Rim fragment;Bowl;;;;FALSE;;;;1;
MC12;MC12_site_3;102178;10217803;black glazed;102178/03/03;Base fragment;;;incised;;FALSE;;;;1;
MC12;MC12_site_3;102179;10217903;black glazed;102179/03/03;Base fragment;;;stamped;;FALSE;;;;1;
MC12;MC12_site_3;102180;10218003;black glazed;102180/03/03;Rim fragment;Bowl;;;26;TRUE;;;;1;
MC12;MC12_site_3;102182;10218203;black glazed;102182/03/02;Rim fragment;;;;10;FALSE;;;;1;
MC12;MC12_site_3;102176;10217603;;102176/03/05;Rim fragment;;;;18;FALSE;;;;1;
MC12;MC12_site_7;102126;10212602;glass;102126/02/01;Rim fragment;Dish;;;28;TRUE;;Modern;;1;
MC12;MC12_site_7;102121;10212102;coarse ware;102121/02/01;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC12;MC12_site_7;102121;10212102;coarse ware;102121/02/02;Rim fragment;Jar;Olcese Olla type 2;;13;FALSE;;;;1;
MC12;MC12_site_7;102122;10212202;coarse ware;102122/02/01;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC12;MC12_site_7;102125;10212502;coarse ware;102125/02/03;Rim fragment;Jar;Olcese Olla type 2;;18;FALSE;;;;1;
MC12;MC12_site_7;102126;10212601;coarse ware;102126/01/02;Rim fragment;Jar;Olcese Olla type 2;;15;FALSE;;;;1;
MC12;MC12_site_7;102127;10212702;coarse ware;102127/02/01;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC12;MC12_site_7;102127;10212702;coarse ware;102127/02/03;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC12;MC12_site_7;102130;10213002;coarse ware;102130/02/01;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC12;MC12_site_7;102133;10213301;coarse ware;102133/01/01;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC12;MC12_site_7;102133;10213302;coarse ware;102133/02/01;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC12;MC12_site_7;102125;10212502;coarse ware;102125/02/01;Rim fragment;Lid;Olcese Coperchio type 1;;;FALSE;;;;1;
MC12;MC12_site_7;102132;10213202;coarse ware;102132/02/02;Rim fragment;Lid;Olcese Coperchio type 1;;12;FALSE;;;;1;
MC12;MC12_site_7;102124;10212401;coarse ware;102124/01/01;Rim fragment;Lid;;;;FALSE;;;;1;
MC12;MC12_site_7;102125;10212502;coarse ware;102125/02/02;Rim fragment;Jar;;;;FALSE;;Triangular rim, as drawn before;;1;
MC12;MC12_site_7;102126;10212602;coarse ware;102126/02/02;Rim fragment;Lid;;;11;FALSE;;;;1;
MC12;MC12_site_7;102127;10212702;coarse ware;102127/02/02;Rim fragment;Lid;;;18;FALSE;;;;1;
MC12;MC12_site_7;102132;10213202;coarse ware;102132/02/01;Rim fragment;Jar;;;;FALSE;;;;1;
MC12;MC12_site_7;102133;10213301;coarse ware;102133/01/02;Rim fragment;Jar;;;17;FALSE;;Triangular rim, as drawn previously from rural sit;;1;
MC12;MC12_site_7;102126;10212601;black glazed;102126/01/01;Rim fragment;Bowl;Morel form 2521-23;;9,5;TRUE;;;;1;
MC12;MC13_site_16;102319;10213902;glazed ware;102139/02/02;Body fragment;;Maiolica rinascimentale;;;FALSE;;;;1;
MC12;MC13_site_16;102319;10231901;coarse ware;102139/01/06;Rim fragment;Pan;Olcese Tegame type 1;;;FALSE;;;;1;
MC12;MC13_site_16;102319;10231901;coarse ware;102139/01/02;Rim fragment;Jar;Olcese Olla type 2;;18;FALSE;;;;1;
MC12;MC13_site_16;102319;10231901;coarse ware;102139/01/06A;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC12;MC13_site_16;102319;10231901;coarse ware;102139/01/13;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC12;MC13_site_16;102319;10231901;coarse ware;102139/01/03;Rim fragment;Lid;Olcese Coperchio type 1;;;FALSE;;;;1;
MC12;MC13_site_16;102319;10231901;coarse ware;102139/01/08;Rim fragment;Lid;Olcese Coperchio type 1;;;FALSE;;;;1;
MC13;MC13_site_16;102337;10233702;depurated ware;102337/02/04;Rim fragment;Plate;Morel serie 1110;;;FALSE;;;;1;
MC13;MC13_site_16;102326;10232601;coarse ware;102326/01/04;Rim fragment;Pan;Olcese Tegame type 1;;19;FALSE;;;;1;
MC13;MC13_site_16;102319;10231902;coarse ware;102319/02/01;Rim fragment;Jar;Olcese Olla type 2;;20;FALSE;;;;1;
MC13;MC13_site_16;102319;10231902;coarse ware;102319/02/03;Rim fragment;Jar;Olcese Olla type 2;;20;FALSE;;;;1;
MC13;MC13_site_16;102319;10231902;coarse ware;102319/02/10;Rim fragment;Jar;Olcese Olla type 2;;17;FALSE;;;;1;
MC13;MC13_site_16;102319;10231902;coarse ware;102319/02/13;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC13;MC13_site_16;102319;10231902;coarse ware;102319/02/14;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC13;MC13_site_16;102319;10231902;coarse ware;102319/02/15;Rim fragment;Jar;Olcese Olla type 2;;15;FALSE;;;;1;
MC13;MC13_site_16;102319;10231902;coarse ware;102319/02/16;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC13;MC13_site_16;102319;10231902;coarse ware;102319/02/18;Rim fragment;Jar;Olcese Olla type 2;;18;FALSE;;;;1;
MC13;MC13_site_16;102319;10231902;coarse ware;102319/02/19;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC13;MC13_site_16;102319;10231902;coarse ware;102319/02/21;Rim fragment;Jar;Olcese Olla type 2;;16;FALSE;;;;1;
MC13;MC13_site_16;102320;10232001;coarse ware;102320/01/04;Rim fragment;Jar;Olcese Olla type 2;;12;FALSE;;;;1;
MC13;MC13_site_16;102320;10232001;coarse ware;102320/01/05;Rim fragment;Jar;Olcese Olla type 2;;20;FALSE;;;;1;
MC13;MC13_site_16;102320;10232001;coarse ware;102320/01/06;Rim fragment;Jar;Olcese Olla type 2;;15;FALSE;;;;1;
MC13;MC13_site_16;102320;10232001;coarse ware;102320/01/07;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC13;MC13_site_16;102320;10232002;coarse ware;102320/02/01;Rim fragment;Jar;Olcese Olla type 2;;15;FALSE;;;;1;
MC13;MC13_site_16;102320;10232002;coarse ware;102320/02/02;Rim fragment;Jar;Olcese Olla type 2;;16;FALSE;;;;1;
MC13;MC13_site_16;102320;10232002;coarse ware;102320/02/03;Rim fragment;Jar;Olcese Olla type 2;;18;FALSE;;;;1;
MC13;MC13_site_16;102320;10232002;coarse ware;102320/02/07;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC13;MC13_site_16;102320;10232002;coarse ware;102320/02/08;Rim fragment;Jar;Olcese Olla type 2;;16;FALSE;;;;1;
MC13;MC13_site_16;102320;10232002;coarse ware;102320/02/09;Rim fragment;Jar;Olcese Olla type 2;;18;FALSE;;;;1;
MC13;MC13_site_16;102320;10232002;coarse ware;102320/02/14;Rim fragment;Jar;Olcese Olla type 2;;15;FALSE;;;;1;
MC13;MC13_site_16;102320;10232002;coarse ware;102320/02/18A;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC13;MC13_site_16;102320;10232002;coarse ware;102320/02/19;Rim fragment;Jar;Olcese Olla type 2;;16;FALSE;;;;1;
MC13;MC13_site_16;102320;10232002;coarse ware;102320/02/22;Rim fragment;Jar;Olcese Olla type 2;;16;FALSE;;;;1;
MC13;MC13_site_16;102320;10232002;coarse ware;102320/02/26A;Rim fragment;Jar;Olcese Olla type 2;;16;FALSE;;;;1;
MC13;MC13_site_16;102320;10232002;coarse ware;102320/02/27;Rim fragment;Jar;Olcese Olla type 2;;16;FALSE;;;;1;
MC13;MC13_site_16;102320;10232002;coarse ware;102320/02/28;Rim fragment;Jar;Olcese Olla type 2;;19;FALSE;;;;1;
MC13;MC13_site_16;102321;10232101;coarse ware;102321/01/02;Rim fragment;Jar;Olcese Olla type 2;;15;FALSE;;;;1;
MC13;MC13_site_16;102321;10232101;coarse ware;102321/01/04;Rim fragment;Jar;Olcese Olla type 2;;18;FALSE;;;;1;
MC13;MC13_site_16;102321;10232101;coarse ware;102321/01/05;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC13;MC13_site_16;102321;10232101;coarse ware;102321/01/07;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC13;MC13_site_16;102321;10232102;coarse ware;102321/02/02;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC13;MC13_site_16;102321;10232102;coarse ware;102321/02/04;Rim fragment;Jar;Olcese Olla type 2;;18;FALSE;;;;1;
MC13;MC13_site_16;102321;10232102;coarse ware;102321/02/05;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC13;MC13_site_16;102321;10232102;coarse ware;102321/02/06;Rim fragment;Jar;Olcese Olla type 2;;13;FALSE;;;;1;
MC13;MC13_site_16;102321;10232102;coarse ware;102321/02/15;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC13;MC13_site_16;102322;10232201;coarse ware;102322/01/01;Rim fragment;Jar;Olcese Olla type 2;;13;FALSE;;;;1;
MC13;MC13_site_16;102322;10232201;coarse ware;102322/01/03;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC13;MC13_site_16;102322;10232201;coarse ware;102322/01/04;Rim fragment;Jar;Olcese Olla type 2;;15;FALSE;;;;1;
MC13;MC13_site_16;102323;10232301;coarse ware;102323/01/01;Rim fragment;Jar;Olcese Olla type 2;;12;FALSE;;;;1;
MC13;MC13_site_16;102323;10232301;coarse ware;102323/01/04;Rim fragment;Jar;Olcese Olla type 2;;15;FALSE;;;;1;
MC13;MC13_site_16;102323;10232302;coarse ware;102323/02/01;Rim fragment;Jar;Olcese Olla type 2;;20;FALSE;;;;1;
MC13;MC13_site_16;102324;10232402;coarse ware;102324/02/01;Rim fragment;Jar;Olcese Olla type 2;;18;FALSE;;;;1;
MC13;MC13_site_16;102325;10232501;coarse ware;102325/01/01;Rim fragment;Jar;Olcese Olla type 2;;16;FALSE;;;;1;
MC13;MC13_site_16;102325;10232502;coarse ware;102325/02/03;Rim fragment;Jar;Olcese Olla type 2;;14;FALSE;;;;1;
MC13;MC13_site_16;102326;10232601;coarse ware;102326/01/01;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC13;MC13_site_16;102326;10232601;coarse ware;102326/01/02;Rim fragment;Jar;Olcese Olla type 2;;14;FALSE;;;;1;
MC13;MC13_site_16;102326;10232602;coarse ware;102326/02/01;Rim fragment;Jar;Olcese Olla type 2;;12;FALSE;;;;1;
MC13;MC13_site_16;102326;10232602;coarse ware;102326/02/02;Rim fragment;Jar;Olcese Olla type 2;;12;FALSE;;;;1;
MC13;MC13_site_16;102326;10232602;coarse ware;102326/02/03;Rim fragment;Jar;Olcese Olla type 2;;13;FALSE;;;;1;
MC13;MC13_site_16;102326;10232602;coarse ware;102326/02/04;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC13;MC13_site_16;102326;10232602;coarse ware;102326/02/06;Rim fragment;Jar;Olcese Olla type 2;;12;FALSE;;;;1;
MC13;MC13_site_16;102326;10232602;coarse ware;102326/02/07;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC13;MC13_site_16;102327;10232701;coarse ware;102327/01/03;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC13;MC13_site_16;102327;10232701;coarse ware;102327/01/05;Rim fragment;Jar;Olcese Olla type 2;;16;FALSE;;;;1;
MC13;MC13_site_16;102327;10232702;coarse ware;102327/02/01;Rim fragment;Jar;Olcese Olla type 2;;14;FALSE;;;;1;
MC13;MC13_site_16;102327;10232702;coarse ware;102327/02/04;Rim fragment;Jar;Olcese Olla type 2;;15;FALSE;;;;1;
MC13;MC13_site_16;102327;10232702;coarse ware;102327/02/05;Rim fragment;Jar;Olcese Olla type 2;;14;FALSE;;;;1;
MC13;MC13_site_16;102327;10232702;coarse ware;102327/02/12;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC13;MC13_site_16;102327;10232702;coarse ware;102327/02/17;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC13;MC13_site_16;102328;10232801;coarse ware;102328/01/01;Rim fragment;Jar;Olcese Olla type 2;;14;FALSE;;;;1;
MC13;MC13_site_16;102328;10232801;coarse ware;102328/01/02;Rim fragment;Jar;Olcese Olla type 2;;16;FALSE;;;;1;
MC13;MC13_site_16;102328;10232801;coarse ware;102328/01/04;Rim fragment;Jar;Olcese Olla type 2;;22;FALSE;;;;1;
MC13;MC13_site_16;102328;10232801;coarse ware;102328/01/07;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC13;MC13_site_16;102328;10232801;coarse ware;102328/01/08;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC13;MC13_site_16;102329;10232902;coarse ware;102329/02/02;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC13;MC13_site_16;102329;10232902;coarse ware;102329/02/03;Rim fragment;Jar;Olcese Olla type 2;;14;FALSE;;;;1;
MC13;MC13_site_16;102329;10232902;coarse ware;102329/02/05;Rim fragment;Jar;Olcese Olla type 2;;14;FALSE;;;;1;
MC13;MC13_site_16;102330;10233001;coarse ware;102330/01/01;Rim fragment;Jar;Olcese Olla type 2;;20;FALSE;;;;1;
MC13;MC13_site_16;102330;10233001;coarse ware;102330/01/02;Rim fragment;Jar;Olcese Olla type 2;;20;FALSE;;;;1;
MC13;MC13_site_16;102330;10233001;coarse ware;102330/01/03;Rim fragment;Jar;Olcese Olla type 2;;13;FALSE;;;;1;
MC13;MC13_site_16;102330;10233002;coarse ware;102330/02/02;Rim fragment;Jar;Olcese Olla type 2;;16;FALSE;;;;1;
MC13;MC13_site_16;102330;10233002;coarse ware;102330/02/04;Rim fragment;Jar;Olcese Olla type 2;;12;FALSE;;;;1;
MC13;MC13_site_16;102330;10233002;coarse ware;102330/02/06;Rim fragment;Jar;Olcese Olla type 2;;18;FALSE;;;;1;
MC13;MC13_site_16;102331;10233101;coarse ware;102331/01/01;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC13;MC13_site_16;102331;10233102;coarse ware;102331/02/02;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC13;MC13_site_16;102331;10233102;coarse ware;102331/02/03;Rim fragment;Jar;Olcese Olla type 2;;18;FALSE;;;;1;
MC13;MC13_site_16;102333;10233301;coarse ware;102333/01/02;Rim fragment;Jar;Olcese Olla type 2;;12;FALSE;;;;1;
MC13;MC13_site_16;102334;10233401;coarse ware;102334/01/02;Rim fragment;Jar;Olcese Olla type 2;;14;FALSE;;;;1;
MC13;MC13_site_16;102334;10233401;coarse ware;102334/01/03;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC13;MC13_site_16;102334;10233402;coarse ware;102334/02/01;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC13;MC13_site_16;102334;10233402;coarse ware;102334/02/02;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC13;MC13_site_16;102334;10233402;coarse ware;102334/02/05;Rim fragment;Jar;Olcese Olla type 2;;15;FALSE;;;;1;
MC13;MC13_site_16;102335;10233501;coarse ware;102335/01/01;Rim fragment;Jar;Olcese Olla type 2;;16;FALSE;;;;1;
MC13;MC13_site_16;102335;10233501;coarse ware;102335/01/03;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC13;MC13_site_16;102335;10233502;coarse ware;102335/02/02;Rim fragment;Jar;Olcese Olla type 2;;26;FALSE;;;;1;
MC13;MC13_site_16;102336;10233601;coarse ware;102336/01/02;Rim fragment;Jar;Olcese Olla type 2;;12;FALSE;;;;1;
MC13;MC13_site_16;102336;10233602;coarse ware;102336/02/03;Rim fragment;Jar;Olcese Olla type 2;;14;FALSE;;;;1;
MC13;MC13_site_16;102337;10233702;coarse ware;102337/02/01;Rim fragment;Jar;Olcese Olla type 2;;16;FALSE;;;;1;
MC13;MC13_site_16;102337;10233702;coarse ware;102337/02/02;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC13;MC13_site_16;102338;10233801;coarse ware;102338/01/05;Rim fragment;Jar;Olcese Olla type 2;;12;FALSE;;;;1;
MC13;MC13_site_16;102338;10233801;coarse ware;102338/01/06;Rim fragment;Jar;Olcese Olla type 2;;14;FALSE;;;;1;
MC13;MC13_site_16;102338;10233802;coarse ware;102338/02/01;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC13;MC13_site_16;102338;10233802;coarse ware;102338/02/02;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC13;MC13_site_16;102339;10233901;coarse ware;102339/01/02;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC13;MC13_site_16;102339;10233902;coarse ware;102339/02/03;Rim fragment;Jar;Olcese Olla type 2;;14;FALSE;;;;1;
MC13;MC13_site_16;102340;10234001;coarse ware;102340/01/07;Rim fragment;Jar;Olcese Olla type 2;;;FALSE;;;;1;
MC13;MC13_site_16;102322;10232201;coarse ware;102322/01/02;Rim fragment;Lid;Olcese Coperchio type 2;;22;FALSE;;;;1;
MC13;MC13_site_16;102320;10232001;coarse ware;102320/01/08;Rim fragment;Lid;Olcese Coperchio type 1;;;FALSE;;;;1;
MC13;MC13_site_16;102320;10232002;coarse ware;102320/02/05;Rim fragment;Lid;Olcese Coperchio type 1;;18;FALSE;;;;1;
MC13;MC13_site_16;102320;10232002;coarse ware;102320/02/10;Rim fragment;Lid;Olcese Coperchio type 1;;20;FALSE;;;;1;
MC13;MC13_site_16;102320;10232002;coarse ware;102320/02/13;Rim fragment;Lid;Olcese Coperchio type 1;;18;FALSE;;;;1;
MC13;MC13_site_16;102320;10232002;coarse ware;102320/02/16;Rim fragment;Lid;Olcese Coperchio type 1;;19;FALSE;;;;1;
MC13;MC13_site_16;102320;10232002;coarse ware;102320/02/17;Rim fragment;Lid;Olcese Coperchio type 1;;16;FALSE;;;;1;
MC13;MC13_site_16;102320;10232002;coarse ware;102320/02/24;Rim fragment;Lid;Olcese Coperchio type 1;;;FALSE;;;;1;
MC13;MC13_site_16;102320;10232002;coarse ware;102320/02/30;Rim fragment;Lid;Olcese Coperchio type 1;;15;FALSE;;;;1;
MC13;MC13_site_16;102320;10232002;coarse ware;102320/02/33;Rim fragment;Lid;Olcese Coperchio type 1;;;FALSE;;;;1;
MC13;MC13_site_16;102320;10232002;coarse ware;102320/02/34;Rim fragment;Lid;Olcese Coperchio type 1;;;FALSE;;;;1;
MC13;MC13_site_16;102320;10232002;coarse ware;102320/02/35;Rim fragment;Lid;Olcese Coperchio type 1;;;FALSE;;;;1;
MC13;MC13_site_16;102323;10232301;coarse ware;102323/01/02;Rim fragment;Lid;Olcese Coperchio type 1;;18;FALSE;;;;1;
MC13;MC13_site_16;102327;10232702;coarse ware;102327/02/10;Rim fragment;Lid;Olcese Coperchio type 1;;18;FALSE;;;;1;
MC13;MC13_site_16;102328;10232801;coarse ware;102328/01/03;Rim fragment;Lid;Olcese Coperchio type 1;;16;FALSE;;;;1;
MC13;MC13_site_16;102329;10232902;coarse ware;102329/02/06;Rim fragment;Lid;Olcese Coperchio type 1;;12;FALSE;;;;1;
MC13;MC13_site_16;102330;10233002;coarse ware;102330/02/03;Rim fragment;Lid;Olcese Coperchio type 1;;14;FALSE;;;;1;
MC13;MC13_site_16;102335;10233502;coarse ware;102335/02/01;Rim fragment;Lid;Olcese Coperchio type 1;;17;FALSE;;;;1;
MC13;MC13_site_16;102336;10233602;coarse ware;102336/02/01;Rim fragment;Lid;Olcese Coperchio type 1;;15;FALSE;;;;1;
MC13;MC13_site_16;102336;10233602;coarse ware;102336/02/04;Rim fragment;Lid;Olcese Coperchio type 1;;;FALSE;;;;1;
MC13;MC13_site_16;102337;10233702;coarse ware;102337/02/03;Rim fragment;Lid;Olcese Coperchio type 1;;20;FALSE;;;;1;
MC13;MC13_site_16;102339;10233902;coarse ware;102339/02/02;Rim fragment;Lid;Olcese Coperchio type 1;;15;FALSE;;;;1;
MC13;MC13_site_16;102340;10234001;coarse ware;102340/01/04;Rim fragment;Lid;Olcese Coperchio type 1;;18;FALSE;;;;1;
MC13;MC13_site_16;102340;10234001;coarse ware;102340/01/05;Rim fragment;Lid;Olcese Coperchio type 1;;;FALSE;;;;1;
MC13;MC13_site_16;102320;10232002;coarse ware;102320/02/18;Flange fragment;Baking cover;Olcese Clibane type 3;;;FALSE;;With wavy rim, as in previous pieces;;1;
MC13;MC13_site_16;102323;10232301;coarse ware;102323/01/05;Flange fragment;Baking cover;Olcese Clibane type 2;;;FALSE;;;;1;
MC13;MC13_site_16;102336;10233601;coarse ware;102336/01/03;Flange fragment;Baking cover;Olcese Clibane type 2;;;FALSE;;;;1;
MC13;MC13_site_16;102334;10233401;coarse ware;102334/01/04;Rim fragment;Basin;Olcese Bacino/Mortarium type 1;;46;FALSE;;Same vessel as /01?;;1;
MC13;MC13_site_16;102334;10233401;coarse ware;102334/01/01;Rim fragment;Basin;Olcese Bacino/Mortarium type 1;;46;FALSE;;;;1;
MC13;MC13_site_16;102320;10232002;coarse ware;102320/02/11;Rim fragment;Amphora;Graeco-Italic;;16;TRUE;;;;1;
MC13;MC13_site_16;102323;10232301;coarse ware;102323/01/06;Rim fragment;Amphora;Graeco-Italic;;;FALSE;;;;1;
MC13;MC13_site_16;102330;10233002;coarse ware;102330/02/07;Rim fragment;Amphora;Graeco-Italic;;;FALSE;;;;1;
MC13;MC13_site_16;102319;10231902;coarse ware;102319/02/11;Rim fragment;Lid;;;18;FALSE;;As MC'13 102327/02/02;;1;
MC13;MC13_site_16;102319;10231902;coarse ware;102319/02/17;Rim fragment;Lid;;;14;FALSE;;As MC'12 102173/01/03;;1;
MC13;MC13_site_16;102319;10231902;coarse ware;102319/02/02;Rim fragment;Lid;;;23;FALSE;;As MC'12 101220/02/46;;1;
MC13;MC13_site_16;102319;10231902;coarse ware;102319/02/20;Rim fragment;Lid;;;17;TRUE;;;;1;
MC13;MC13_site_16;102319;10231902;coarse ware;102319/02/04;Rim fragment;Jar;;;13;FALSE;;As MC'12 102176/02/04?;;1;
MC13;MC13_site_16;102319;10231902;coarse ware;102319/02/08;Rim fragment;Jar;;;15;TRUE;;;;1;
MC13;MC13_site_16;102319;10231902;coarse ware;102319/02/06;Flange fragment;Baking cover;;;;FALSE;;;;1;
MC13;MC13_site_16;102319;10231902;coarse ware;102319/02/09;Rim fragment;;;;;TRUE;red augite;;;1;
MC13;MC13_site_16;102319;10231902;coarse ware;102319/02/12;Rim fragment;;;;;FALSE;;;;1;
MC13;MC13_site_16;102320;10232001;coarse ware;102320/01/13;Rim fragment;Lid;;;18;FALSE;;As MC'12 102165/02/05;;1;
MC13;MC13_site_16;102320;10232001;coarse ware;102320/01/01;Rim fragment;Lid;;;14;TRUE;;;;1;
MC13;MC13_site_16;102320;10232001;coarse ware;102320/01/02;Rim fragment;Lid;;;20;TRUE;;;;1;
MC13;MC13_site_16;102320;10232001;coarse ware;102320/01/10;Rim fragment;Lid;;;22;FALSE;;;;1;
MC13;MC13_site_16;102320;10232001;coarse ware;102320/01/03;Rim fragment;;;;;FALSE;;;;1;
MC13;MC13_site_16;102320;10232002;coarse ware;102320/02/31;Rim fragment;Lid;;;;FALSE;;With lip thickened and undercut on the interior;;1;
MC13;MC13_site_16;102320;10232002;coarse ware;102320/02/25;Rim fragment;Lid;;;16;FALSE;;With lip bevelled on the interior;;1;
MC13;MC13_site_16;102320;10232002;coarse ware;102320/02/29;Rim fragment;Lid;;;12;FALSE;;Same as MC'12 102165/02/05;;1;
MC13;MC13_site_16;102320;10232002;coarse ware;102320/02/21;Rim fragment;Lid;;;28;FALSE;;;;1;
MC13;MC13_site_16;102320;10232002;coarse ware;102320/02/23;Rim fragment;Lid;;;12;FALSE;;;;1;
MC13;MC13_site_16;102320;10232002;coarse ware;102320/02/26;Rim fragment;Lid;;;;FALSE;;;;1;
MC13;MC13_site_16;102320;10232002;coarse ware;102320/02/32;Rim fragment;Lid;;;11;TRUE;;;;1;
MC13;MC13_site_16;102320;10232002;coarse ware;102320/02/15;Rim fragment;;;;22;TRUE;;;;1;
MC13;MC13_site_16;102321;10232101;coarse ware;102321/01/08;Rim fragment;Lid;;;14;FALSE;;Same as MC'12 102173/01/03;;1;
MC13;MC13_site_16;102321;10232101;coarse ware;102321/01/09;Rim fragment;Lid;;;19;FALSE;;Identical to /03;;1;
MC13;MC13_site_16;102321;10232101;coarse ware;102321/01/01;Rim fragment;Lid;;;;FALSE;;;;1;
MC13;MC13_site_16;102321;10232101;coarse ware;102321/01/03;Rim fragment;Lid;;;16;TRUE;;;;1;
MC13;MC13_site_16;102321;10232101;coarse ware;102321/01/10;Rim fragment;Lid;;;;FALSE;;;;1;
MC13;MC13_site_16;102321;10232102;coarse ware;102321/02/11;Rim fragment;Lid;;;;FALSE;;As MC'12 102188/02/04;;1;
MC13;MC13_site_16;102321;10232102;coarse ware;102321/02/12;Rim fragment;Lid;;;10;FALSE;;As MC'12 102175/03/03;;1;
MC13;MC13_site_16;102321;10232102;coarse ware;102321/02/16;Rim fragment;Lid;;;;FALSE;;As MC'12 102175/03/03;;1;
MC13;MC13_site_16;102321;10232102;coarse ware;102321/02/13;Rim fragment;Lid;;;;FALSE;;As MC'12 102165/02/06;;1;
MC13;MC13_site_16;102321;10232102;coarse ware;102321/02/14;Rim fragment;Lid;;;;FALSE;;As MC'12 102165/02/06;;1;
MC13;MC13_site_16;102321;10232102;coarse ware;102321/02/10;Rim fragment;Lid;;;;FALSE;;As MC'12 101220/02/46;;1;
MC13;MC13_site_16;102321;10232102;coarse ware;102321/02/01;Rim fragment;Lid;;;;FALSE;;;;1;
MC13;MC13_site_16;102321;10232102;coarse ware;102321/02/07;Rim fragment;Lid;;;12;TRUE;red augite;;;1;
MC13;MC13_site_16;102321;10232102;coarse ware;102321/02/08;Rim fragment;Lid;;;;FALSE;;;;1;
