Site_ID;Source_ID;source_site_ID;unit_ID;sample_ID;Ware;Sherd number;Fragment type;Shape;Type;Decoration;Diameter_cm;Drawn and described;Fabric;Extra;Ware (code);Number;Notes
15068;NE04;NE04_L68;;;coarse ware;Net’04 L68/01/D.S./3;Rim fragment;Cover tile;;;;TRUE;;;;1;
15068;NE04;NE04_L68;;;coarse ware;Net’04 L68/01/D.S./4;Handle fragment;Amphora;;;;TRUE;;;;1;
15068;NE04;NE04_L68;;;coarse ware;Net’04 L68/01/D.S./5;Rim fragment;Amphora;;;20;TRUE;;;;1;
15068;NE04;NE04_L68;34232;3423201;terra sigillata;Net’05 4232/01/9;Base fragment;;;;;FALSE;;;;1;
15068;NE04;NE04_L68;34232;3423201;coarse ware;Net’05 4232/01/1;Base fragment;;;;8;TRUE;;;;1;
15068;NE04;NE04_L68;34232;3423201;coarse ware;Net’05 4232/01/7;Base fragment;;;;9;TRUE;;;;1;
15068;NE04;NE04_L68;;;coarse ware;Net’04 L68/01/D.S./18;Base fragment;;;;8;TRUE;;;;1;
15068;NE04;NE04_L68;;;burnished impasto;Net’04 L68/01/D.S./14;Rim fragment;;;;;TRUE;;;;1;
15068;NE04;NE04_L68;;;burnished impasto;Net’04 L68/01/D.S./14-2;Base fragment;;;;5;TRUE;;;;1;
15068;NE04;NE04_L68;;;black glazed;Net’04 L68/01/D.S./26;Rim fragment;;;;;FALSE;;;;1;
15068;NE04;NE04_L68;;;black glazed;Net’04 L68/01/D.S./6;Base fragment;;;;;FALSE;;;;1;
15034;NE04;NE04_L34;34288;3428801;coarse ware;Net’05 4288/01/3;-;Loom weight;;;;FALSE;;;;1;
15034;NE04;NE04_L34;34288;3428801;african cooking ware;Net’05 4288/01/7;Rim fragment;Lid;Hayes form 196;;16;TRUE;;;;1;
15034;NE04;NE04_L34;34289;3428901;coarse ware;Net’05 4289/01/7;Rim fragment;Lid;;;40;TRUE;;;;1;
15034;NE04;NE04_L34;34276;3427601;coarse ware;Net’05 4276/01/7;Knob fragment;Lid;;;;FALSE;;;;1;
15034;NE04;NE04_L34;34276;3427601;coarse ware;Net’05 4276/01/8;Knob fragment;Lid;;;6;TRUE;;;;1;
15034;NE04;NE04_L34;34288;3428801;coarse ware;Net’05 4288/01/16;Rim fragment;Jar;Olcese Olla type 3a;;14;TRUE;;;;1;
15034;NE04;NE04_L34;34277;3427701;coarse ware;Net’05 4277/01/3;Rim fragment;Jar;Olcese Olla type 3a;;20;TRUE;;;;1;
15034;NE04;NE04_L34;34276;3427601;coarse ware;Net’05 4276/01/4;Rim fragment;Jar;Olcese Olla type 3a;;28;TRUE;;;;1;
15034;NE04;NE04_L34;34289;3428901;coarse ware;Net’05 4289/01/4;Rim fragment;Jar;Olcese Olla type 2;;20;TRUE;;;;1;
15034;NE04;NE04_L34;34288;3428801;coarse ware;Net’05 4288/01/11;Rim fragment;Jar;Olcese Olla type 2;;20;TRUE;;;;1;
15034;NE04;NE04_L34;34288;3428801;coarse ware;Net’05 4288/01/4;Rim fragment;Jar;Olcese Olla type 2;;30;TRUE;;;;1;
15034;NE04;NE04_L34;34288;3428801;coarse ware;Net’05 4288/01/6;Rim fragment;Jar;Olcese Olla type 2;;20;TRUE;;;;1;
15034;NE04;NE04_L34;34288;3428801;coarse ware;Net’05 4288/01/9;Rim fragment;Jar;Olcese Olla type 2;;22;TRUE;;;;1;
15034;NE04;NE04_L34;34277;3427701;coarse ware;Net’05 4277/01/1;Rim fragment;Jar;Olcese Olla type 2;;20;TRUE;;;;1;
15034;NE04;NE04_L34;34276;3427601;coarse ware;Net’05 4276/01/5;Rim fragment;Jar;Olcese Olla type 2;;10;TRUE;;;;1;
15034;NE04;NE04_L34;34288;3428801;black glazed;Net’05 4288/01/14;Rim fragment;Bowl;Morel form 2783/84;;14;TRUE;;Morel series 2783/2784;;1;
15034;NE04;NE04_L34;34288;3428801;black glazed;Net’05 4288/01/13;Base fragment;Bowl;;;;FALSE;;Pedroni 1986: tav. 52, no. 258;;1;
15034;NE04;NE04_L34;34289;3428901;coarse ware;Net’05 4289/01/6;Rim fragment;Bowl;;;;FALSE;;;;1;
15034;NE04;NE04_L34;34277;3427701;depurated ware;Net’05 4277/01/2;Rim fragment;Amphora;Van der Werff 3;;17;TRUE;;;;1;
15034;NE04;NE04_L34;34289;3428901;coarse ware;Net’05 4289/01/1;Rim fragment;Amphora;Graeco-Italic/Dressel 1A;;;TRUE;;;;1;
15034;NE04;NE04_L34;34289;3428901;coarse ware;Net’05 4289/01/3;Rim fragment;Amphora;Graeco-Italic;;20;TRUE;;;;1;
15034;NE04;NE04_L34;34276;3427601;coarse ware;Net’05 4276/01/6;Rim fragment;Amphora;;;18,5;TRUE;;;;1;
15034;NE04;NE04_L34;34289;3428901;plain impasto;Net’05 4289/01/8;Handle fragment;;;;;TRUE;;;;1;
15034;NE04;NE04_L34;;;depurated ware;Net’04 L34/01/2;Rim fragment;;;;10;TRUE;;;;1;
15034;NE04;NE04_L34;34289;3428901;coarse ware;Net’05 4289/01/5;Base fragment;;;;9;TRUE;;;;1;
15034;NE04;NE04_L34;34288;3428801;coarse ware;Net’05 4288/01/5;Body fragment;;;applied;;TRUE;;;;1;
15034;NE04;NE04_L34;34288;3428801;coarse ware;Net’05 4288/01/12;Base fragment;;;;10;TRUE;red augite;;;1;
15034;NE04;NE04_L34;34277;3427701;coarse ware;Net’05 4277/01/4;Base fragment;;;;10;TRUE;;;;1;
15034;NE04;NE04_L34;34276;3427601;coarse ware;Net’05 4276/01/3;Base fragment;;;;7,5;TRUE;;;;1;
15068;LI04;LI04_15068;;;coarse ware;FdQ.595.01/06;Rim fragment;Tile;;;;FALSE;red augite;;;1;
15068;LI04;LI04_15068;;;coarse ware;SUG.590.01/15;Rim fragment;Pan;;;;TRUE;;"Olcese (2003), Tav.XI.398; Bouma (1996), Type IX: Wide conical bowl";4b2;1;
15068;LI04;LI04_15068;;;coarse ware;SUG.590.01/89;;Loom weight;;;;TRUE;;Fragments with similar decoration (no exact parallel) in Di Mario (2005), TAV.XXXVII.1, TAV.XXXIX.23&34;4a2;1;
15068;LI04;LI04_15068;;;coarse ware;SUG.590.01/12;Rim fragment;Lid;Olcese Coperchio type 2;;;TRUE;;Olcese (2003), TAV.XIX, Coperchio type 2;4b2;1;
15068;LI04;LI04_15068;;;;SUG.590.01/08;Rim fragment;Lid;Olcese Coperchio type 1;;;TRUE;;Olcese (2003), TAV.XIX, Coperchio type 1;4b2/2a2;1;
15068;LI04;LI04_15068;;;coarse ware;FdQ.595.01/03;Knob fragment;Lid;;;;TRUE;;-;4b2;1;
15068;LI04;LI04_15068;;;coarse ware;SUG.590.01/17;Knob fragment;Lid;;;;TRUE;;-;4b2;1;
15068;LI04;LI04_15068;;;depurated ware;SUG.590.01/10;Rim fragment;Jug;;;;TRUE;;-;4d2;1;
15068;LI04;LI04_15068;;;coarse ware;SUG.590.01/11;Rim fragment;Jar;Olcese Olla type 3a;;16;TRUE;;;;1;
15068;LI04;LI04_15068;;;coarse ware;SUG.590.01/13;Rim fragment;Jar;Olcese Olla type 3a;;15;TRUE;;;;1;
15068;LI04;LI04_15068;;;coarse ware;CAM.307.04/01;Rim fragment;Jar;Olcese Olla type 2;;16;TRUE;;;;1;
15068;LI04;LI04_15068;;;coarse ware;SUG.590.01/03;Rim fragment;Jar;Olcese Olla type 2;;18;TRUE;red augite;;;1;
15068;LI04;LI04_15068;;;coarse ware;SUG.590.01/06;Rim fragment;Jar;Olcese Olla type 2;;11;TRUE;red augite;;;1;
15068;LI04;LI04_15068;;;coarse ware;SUG.590.01/14;Rim fragment;Jar;Olcese Olla type 2;;16;TRUE;;;;1;
15068;LI04;LI04_15068;;;;SUG.590.01/02;Rim fragment;Jar;;;;TRUE;;-;2a2/4b2;1;
15068;LI04;LI04_15068;;;black glazed;CAM.307.05/05;Rim fragment;Dish;;;;TRUE;;Schippa (1980), TAV. XXXVII, no. 352;;1;
15068;LI04;LI04_15068;;;black glazed;CAM.307.05/01;Rim fragment;Bowl;Morel form 2783/84;;14;TRUE;;Morel (1981), Pl.72-3, form 2783-84;;1;
15068;LI04;LI04_15068;;;;SUG.590.01/07;Base fragment;Bowl;;;;TRUE;;"See Carafa (1995), p.177.450; Lambrechts (1989), p.67, fig.11.142; p.79, fig.18.177; p.145, fig.36.406; Bouma (1996), Pls.CXIV & CXV (Bowl/Lid type 1); Olcese (2003), TAV.XXXII, Ciotola type 1";4b2/2a2;1;
15068;LI04;LI04_15068;;;plain impasto;SUG.590.01/16;Rim fragment;Bowl;;;;TRUE;;-;2a2-3;1;
15068;LI04;LI04_15068;;;;FdQ.595.01/04;Rim fragment;Bowl;;;;TRUE;;-;2a2/4b2;1;
15068;LI04;LI04_15068;;;;SUG.590.01/01;Rim fragment;Bowl;;;;TRUE;;-;2a2/4b2;1;
15068;LI04;LI04_15068;;;coarse ware;FdQ.595.01/02;Rim fragment;Baking tray;;;;TRUE;;"Bouma (1996), Pl.CIV (Teglia type 1); Lambrechts (1989), p.92, fig.22.249; p.112, fig.26.289";4b2;1;
15068;LI04;LI04_15068;;;;FdQ.595.01/05;Indet fragment;Baking cover;Olcese Clibane type 2;;;TRUE;;Olcese (2003), TAV.XVII, Clibane type 2;2a2/4b2;1;
15068;LI04;LI04_15068;;;;SUG.590.01/04;;;Olcese Olla type 2;;;FALSE;;Probably variant of Olcese (2003), TAV.VII, Olla type 2;;1;
15068;LI04;LI04_15068;;;;SUG.590.01/05;;;Olcese Olla type 2;;;FALSE;;Probably variant of Olcese (2003), TAV.VII, Olla type 2;;1;
15068;LI04;LI04_15068;;;black glazed;CAM.307.05/03;Base fragment;;;stamped;;TRUE;;"Stanco (2009), p.187, fig.14.125; Jehasse (1973), Pl.180, type E2/N";;1;
15068;LI04;LI04_15068;;;black glazed;CAM.307.05/04;Base fragment;;;stamped;;TRUE;;"Stanco (2009), p.187, fig.14.125; Jehasse (1973), Pl.180, type E2/N";;1;
15068;LI04;LI04_15068;;;plain impasto;FdQ.595.01/08-53;Body fragment;;;;;FALSE;;-;2a1-2/4b2;1;
15068;LI04;LI04_15068;;;plain impasto;SUG.590.01/23-88;Body fragment;;;;;FALSE;;-;2a1-2/4b2;1;
15068;LI04;LI04_15068;;;glazed ware;FdQ.595.01/07;Handle fragment;;;;;FALSE;;-;;1;
15068;LI04;LI04_15068;;;bronze;SUG.590.01/18;Indet fragment;;;;;FALSE;;-;5a;1;
15068;LI04;LI04_15068;;;bronze;SUG.590.01/19;Indet fragment;;;;;FALSE;;-;5a;1;
15068;LI04;LI04_15068;;;black glazed;CAM.307.05/02;Base fragment;;;;;FALSE;;-;;1;
15068;LI04;LI04_15068;;;black glazed;CAM.307.05/06;Base fragment;;;;;TRUE;;-;;1;
15068;LI04;LI04_15068;;;black glazed;SUG.590.01/22;Body fragment;;;;;FALSE;;-;;1;
15068;LI04;LI04_15068;;;;SUG.590.01/20;;;;;;FALSE;;-;1;1;
15068;LI04;LI04_15068;;;;SUG.590.01/21;;;;;;FALSE;;-;1;1;
15068;LI04;LI04_15068;;;coarse ware;FdQ.595.01/01;Base fragment;;;;6;TRUE;red augite;;;1;
15068;LI04;LI04_15068;;;coarse ware;SUG.590.01/09;Base fragment;;;;6;TRUE;red augite;;;1;
11316;LI04;LI04_11316;;;coarse ware;Col.Pero.580.01/03;;Loom weight;;;;TRUE;;"Lambrechts (1989), p.39, fig.6.84; p.75, fig.16.168; p.115, fig.28.300-302; p.133, fig.32.381; p.186, fig.48.487; p.224, fig.64.642-43; Gnade (2007), p.183, nr.544 & p.175, nr.501; Bouma (1996), Plates CXXI-CXXIII; Di Mario (2005), TAV.XXXVII-XXXIX";4a2;1;
11316;LI04;LI04_11316;;;coarse ware;Col.Pero.580.01/04;Rim fragment;Jar;Olcese Olla type 2;;14;TRUE;;;;1;
11316;LI04;LI04_11316;;;coarse ware;Col.Pero.580.01/05;Rim fragment;Jar;Olcese Olla type 2;;14;TRUE;;;;1;
11316;LI04;LI04_11316;;;black glazed;Col.Pero.580.01/02;Rim fragment;Dish;;;;TRUE;;"Morel (1981), pl.13; form 1315";;1;
11316;LI04;LI04_11316;;;plain impasto;Col.Pero.580.01/11;Base fragment;Baking tray;;;;TRUE;;Bouma (1996), Pl.CIV (Teglia type 1);2a2;1;
11316;LI04;LI04_11316;;;depurated ware;Col.Pero.580.01/01;Rim fragment;Amphora;;;15;TRUE;;;;1;
11316;LI04;LI04_11316;;;coarse ware;Col.Pero.580.01/14;Body fragment;Amphora;;;;FALSE;;;;1;
11316;LI04;LI04_11316;;;plain impasto;Col.Pero.580.01/19;Body fragment;;;;;FALSE;;-;2a2;1;
11316;LI04;LI04_11316;;;plain impasto;Col.Pero.580.01/20;Body fragment;;;;;FALSE;;-;2a2;1;
11316;LI04;LI04_11316;;;plain impasto;Col.Pero.580.01/21;Body fragment;;;;;FALSE;;-;2a2;1;
11316;LI04;LI04_11316;;;plain impasto;Col.Pero.580.01/22;Body fragment;;;;;FALSE;;-;2a2;1;
11316;LI04;LI04_11316;;;plain impasto;Col.Pero.580.01/23;Body fragment;;;;;FALSE;;-;2a2;1;
11316;LI04;LI04_11316;;;black glazed;Col.Pero.580.01/08;Base fragment;;;;;TRUE;;-;;1;
11316;LI04;LI04_11316;;;black glazed;Col.Pero.580.01/16;Base fragment;;;;;FALSE;;-;;1;
11316;LI04;LI04_11316;;;black glazed;Col.Pero.580.01/17;Body fragment;;;;;FALSE;;-;;1;
11316;LI04;LI04_11316;;;black glazed;Col.Pero.580.01/18;Body fragment;;;;;FALSE;;-;;1;
11316;LI04;LI04_11316;;;;Col.Pero.580.01/15;Body fragment;;;;;FALSE;;-;4d2/4e;1;
11316;LI04;LI04_11316;;;coarse ware;Col.Pero.580.01/06;Handle fragment;;;;;TRUE;;;;1;
11316;LI04;LI04_11316;;;coarse ware;Col.Pero.580.01/07;Base fragment;;;;7;TRUE;red augite;;;1;
11316;LI04;LI04_11316;;;coarse ware;Col.Pero.580.01/09;Base fragment;;;;7;TRUE;red augite;;;1;
11316;LI04;LI04_11316;;;coarse ware;Col.Pero.580.01/10A+B;Base fragment;;;;12;TRUE;red augite;;;1;
11316;LI04;LI04_11316;;;coarse ware;Col.Pero.580.01/12;Handle and body fragment;;;;;TRUE;red augite;;;1;
11316;LI04;LI04_11316;;;coarse ware;Col.Pero.580.01/13;Body fragment;;;;;FALSE;red augite;;;1;
15005;LI04;LI04_15005;;;bucchero;CAM.305.02/02;Rim fragment;Bowl;;;;TRUE;;Either Rasmussen (1979), Pl.41.256 (Bowl type 4) or Pl.41.257-59 (Miniature bowl type 1);;1;
15005;LI04;LI04_15005;;;bucchero;CAM.305.02/01;Handle fragment;Amphora/Oinochoe;;;;TRUE;;See Rasmussen (1979), Pls.4-8;;1;
15005;LI04;LI04_15005;;;black glazed;CAM.305.03/01;Handle fragment;;;;;TRUE;;-;;1;
15005;LI04;LI04_15005;;;black glazed;CAM.305.03/02;Base fragment;;;;;TRUE;;-;;1;
15005;NE12;NE12_15005;;;black glazed;Net'07 L5/G.S./10;Rim fragment;Bowl;Morel form 2783/84;;15;TRUE;;Morel (1981), Pl.72-73, Series 2783-84;;1;
15038;LI04;LI04_15038;;;lead;CAM.311.01/01;Complete shape;Amphora;;;;TRUE;;Colivicchi (2004), p.65, nr.205;5a;1;
15038;LI04;LI04_15038;;;lead;CAM.311.01/02;Complete shape;Amphora;;;;TRUE;;Colivicchi (2004), p.65, nr.205;5a;1;
15038;LI04;LI04_15038;;;lead;CAM.311.01/03;Complete shape;Amphora;;;;TRUE;;Colivicchi (2004), p.65, nr.205;5a;1;
15038;LI04;LI04_15038;;;lead;CAM.311.01/04;Complete shape;Amphora;;;;TRUE;;Colivicchi (2004), p.65, nr.205;5a;1;
15038;LI04;LI04_15038;;;lead;CAM.311.01/05;Complete shape;Amphora;;;;TRUE;;Colivicchi (2004), p.65, nr.205;5a;1;
15038;NE04;NE04_L38;34268;3426801;coarse ware;Net’05 4268/01/2;Rim fragment;Tile;;;;TRUE;;;;1;
15152;NE04;NE04_15152;34657;3465704;depurated ware;Net’05 4657/X/15;Rim fragment;Amphora;Graeco-Italic/Dressel 1A;;18;TRUE;;;;1;Paste error due to typo in sampleID. Original sample_ID:  465700
15152;NE04;NE04_15152;34657;3465704;depurated ware;Net’05 4657/X/4;Rim fragment;Amphora;Dressel 1A/Local type;;15;TRUE;;;;1;Paste error due to typo in sampleID. Original sample_ID:  465700
15152;NE04;NE04_15152;34657;3465704;depurated ware;Net’05 4657/X/20;Rim fragment;;;;30;TRUE;;;;1;Paste error due to typo in sampleID. Original sample_ID:  465700
15152;NE04;NE04_15152;34657;3465704;depurated ware;Net’05 4657/X/3;Handle fragment;;;;;FALSE;;;;1;Paste error due to typo in sampleID. Original sample_ID:  465700
15152;NE04;NE04_15152;34657;3465704;coarse ware;Net’05 4657/X/1;Rim fragment;Tile;;;;TRUE;;;;1;Paste error due to typo in sampleID. Original sample_ID:  465700
15152;NE04;NE04_15152;34657;3465704;coarse ware;Net’05 4657/X/10;Rim fragment;Tile;;;;TRUE;;;;1;Paste error due to typo in sampleID. Original sample_ID:  465700
15152;NE04;NE04_15152;34657;3465704;coarse ware;Net’05 4657/X/5;Rim fragment;Tile;;;;TRUE;;;;1;Paste error due to typo in sampleID. Original sample_ID:  465700
15152;NE04;NE04_15152;34657;3465704;coarse ware;Net’05 4657/X/9;Rim fragment;Dolium;;;60;TRUE;;;;1;Paste error due to typo in sampleID. Original sample_ID:  465700
15152;NE04;NE04_15152;34657;3465704;coarse ware;Net’05 4657/X/6;Rim fragment;Cover tile;;;;TRUE;;;;1;
15152;NE04;NE04_15152;34657;3465704;coarse ware;Net’05 4657/X/7;Body fragment;Cover tile;;;;TRUE;;;;1;
15152;NE04;NE04_15152;34657;3465704;coarse ware;Net’05 4657/X/8;Rim fragment;Cover tile;;;;TRUE;;;;1;
15152;NE04;NE04_15152;34657;3465704;coarse ware;Net’05 4657/X/2;Handle fragment;Amphora;;;;FALSE;orange coarse with many small black inclusions;;;1;Paste error due to typo in sampleID. Original sample_ID:  465700
15152;NE04;NE04_15152;34657;3465704;coarse ware;Net’05 4657/X/18;Handle fragment;;;;;TRUE;;;;1;Paste error due to typo in sampleID. Original sample_ID:  465700
15152;NE12;NE12_15152;;;plain impasto;Net'07 15152/G.S./04;Base fragment;;;;;FALSE;;-;2c;1;
15152;NE12;NE12_15152;;;coarse ware;Net'07 15152/G.S./01;Rim fragment;Jar;Olcese Olla type 3a;;18;TRUE;;;;1;
15152;NE12;NE12_15152;;;coarse ware;Net'07 15152/G.S./02;Incomplete;Loom weight;;;;TRUE;;"Bouma (1996), p.390-92; Di Mario (2001), TAV.XXXVII-XXXIX; Lambrechts (1989), p.75, nrs. 167-69 + p.115, nrs.300-303; Gnade (2007), p.175, nrs. 499-502 + p.183, nrs.543-44";4b4;1;
15152;NE12;NE12_15152;;;coarse ware;Net'07 15152/G.S./03;Complete profile;Loom weight;;;;TRUE;;"Bouma (1996), p.390-92; Di Mario (2001), TAV.XXXVII-XXXIX; Lambrechts (1989), p.75, nrs. 167-69 + p.115, nrs.300-303; Gnade (2007), p.175, nrs. 499-502 + p.183, nrs.543-44";4b4;1;
15152;NE12;NE12_15152;;;coarse ware;Net'07 15152/G.S./05;Handle and body fragment;Amphora;;;;FALSE;black sand;;;1;
15152;NE12;NE12_15152;;;coarse ware;Net'07 15152/G.S./06;Spike fragment;Amphora;;;;TRUE;3,5;;;1;
11291;NE12;NE12_11291;;;depurated ware;Net'06 P91/05/13;Spike fragment;Amphora;;;;TRUE;;;;1;
11291;NE12;NE12_11291;;;depurated ware;Net'06 P91/05/10;Base fragment;;;;3;TRUE;;;;1;
11291;NE12;NE12_11291;;;coarse ware;Net'06 P91/05/11;Handle fragment;Amphora;;;;FALSE;;-;4c3;1;
11291;NE12;NE12_11291;;;chiaro sabbioso;Net'06 P91/05/04;Rim fragment;Tile;;;;TRUE;;;;1;
11291;NE12;NE12_11291;;;chiaro sabbioso;Net'06 P91/05/05;Rim fragment;Tile;;;;TRUE;;;;1;
11291;NE12;NE12_11291;;;chiaro sabbioso;Net'06 P91/05/12;Rim fragment;Tile;;;;TRUE;;;;1;
11291;NE12;NE12_11291;;;chiaro sabbioso;Net'06 P91/05/14;Rim fragment;Tile;;;;TRUE;;;;1;
11291;NE12;NE12_11291;;;chiaro sabbioso;Net'06 P91/05/15;Rim fragment;Tile;;;;TRUE;;;;1;
11291;NE12;NE12_11291;;;chiaro sabbioso;Net'06 P91/05/16;Rim fragment;Tile;;;;TRUE;;;;1;
11291;NE12;NE12_11291;;;black glazed;Net'06 P91/05/07;Rim fragment;Bowl;;;;FALSE;;-;;1;
11291;NE12;NE12_11291;;;black glazed;Net'06 P91/05/01;Body fragment;;;;;FALSE;;-;;1;
11291;NE12;NE12_11291;;;black glazed;Net'06 P91/05/02;Body fragment;;;;;FALSE;;-;;1;
11291;NE12;NE12_11291;;;black glazed;Net'06 P91/05/03;Body fragment;;;;;FALSE;;-;;1;
11291;NE12;NE12_11291;;;black glazed;Net'06 P91/05/06;Body fragment;;;;;FALSE;;-;;1;
11291;NE12;NE12_11291;;;;Net'06 P91/05/08;;;;;;FALSE;;-;3a/2a3;1;
11291;NE12;NE12_11291;;;;Net'06 P91/05/09;;;;;;FALSE;;-;3a/2a3;1;
11375;NE12;NE12_11375;;;depurated ware;Net'07 P175/G.S./06;Body fragment;;;;;FALSE;;;;1;
11375;NE12;NE12_11375;;;coarse ware;Net'07 P175/G.S./02;Rim fragment;Jar;Olcese Olla type 3a;;24;TRUE;;;;1;
11375;NE12;NE12_11375;;;coarse ware;Net'07 P175/G.S./09;Rim fragment;Lid;Olcese Coperchio type 2;;11;TRUE;red augite;;;1;
11375;NE12;NE12_11375;;;coarse ware;Net'07 P175/G.S./01;Indet fragment;Loom weight;;;;TRUE;;"Bouma (1996), p.390-92; Di Mario (2001), TAV.XXXVII-XXXIX; Lambrechts (1989), p.75, nrs. 167-69 + p.115, nrs.300-303; Gnade (2007), p.175, nrs. 499-502 + p.183, nrs.543-44";4b4;1;
11375;NE12;NE12_11375;;;coarse ware;Net'07 P175/G.S./03;Handle fragment;Amphora;;;;TRUE;;;;1;
11375;NE12;NE12_11375;;;coarse ware;Net'07 P175/G.S./04;Handle fragment;Amphora;;;;TRUE;;;;1;
11375;NE12;NE12_11375;;;coarse ware;Net'07 P175/G.S./07;Handle fragment;Amphora;;;;TRUE;;;;1;
11375;NE12;NE12_11375;;;coarse ware;Net'07 P175/G.S./05;Handle fragment;;;;;TRUE;;;;1;
11375;NE12;NE12_11375;;;coarse ware;Net'07 P175/G.S./08;Handle fragment;;;;;TRUE;;;;1;
11269;AS03;AS03_P69;;;african cooking ware;AS’03 P70/GS/1;Rim fragment;Lid;Hayes form 196;;22;TRUE;;;;1;
11269;NE04;NE04_P69;32433;3243301;depurated ware;Net’04 2433/01/1;Rim fragment;Tile;;;;TRUE;;;;1;
11269;NE04;NE04_P69;32433;3243302;depurated ware;Net’04 2433/02/1;Rim fragment;Tile;;;;TRUE;;;;1;
11269;NE04;NE04_P69;32440;3244001;depurated ware;Net’04 2440/01/1;Rim fragment;Tile;;;;TRUE;;;;1;
11269;NE04;NE04_P69;32440;3244002;coarse ware;Net’04 2440/02/01;Rim fragment;Dolium;;;25;TRUE;;;;1;
11378;AS03;AS03_P178;;;coarse ware;AS’03 P178/GS/1;Rim fragment;Amphora;Graeco-Italic;;15;TRUE;;;;1;
15112;NE04;NE04_T1S3;31063;3106303;plain impasto;Net’04 1063/03/5;Rim fragment;Jar;;;;FALSE;;;;1;
15112;NE04;NE04_T1S3;31063;3106303;plain impasto;Net’04 1063/03/6;Base fragment;;;;4,5;TRUE;;;;1;
15112;NE04;NE04_T1S3;31063;3106302;depurated ware;Net’04 1063/02/1;Rim fragment;Amphora;Dressel 1A;;17;TRUE;;;;1;
15112;NE04;NE04_T1S3;31063;3106303;depurated ware;Net’04 1063/03/10;Rim fragment;Tile;;;;FALSE;;;;1;
15112;NE04;NE04_T1S3;31063;3106303;depurated ware;Net’04 1063/03/7;Rim fragment;;;;17;TRUE;;;;1;
15112;NE04;NE04_T1S3;31063;3106301;coarse ware;Net’04 1063/01/2;Rim fragment;Jar;Olcese Olla type 3a;;;TRUE;;;;1;
15112;NE04;NE04_T1S3;31063;3106303;coarse ware;Net’04 1063/03/1;Rim fragment;Jar;Olcese Olla type 3a;;19;TRUE;;;;1;
15112;NE04;NE04_T1S3;31062;3106201;coarse ware;Net’04 1062/01/3;Rim fragment;Tile;;;;TRUE;;;;1;
15112;NE04;NE04_T1S3;31062;3106201;coarse ware;Net’04 1062/01/2;Handle fragment;Amphora;;;;FALSE;pale dep;;;1;
15112;NE04;NE04_T1S3;31063;3106301;coarse ware;Net’04 1063/01/1;Base fragment;;;;;FALSE;;;;1;
15112;NE04;NE04_T1S3;31063;3106303;coarse ware;Net’04 1063/03/11;Rim fragment;Tile;;;;FALSE;;;;1;
15112;NE04;NE04_T1S3;31063;3106303;coarse ware;Net’04 1063/03/12;Rim fragment;Tile;;;;TRUE;;;;1;
15112;NE04;NE04_T1S3;31063;3106303;coarse ware;Net’04 1063/03/8;Rim fragment;Amphora;;;;FALSE;pink-pale coarse;;;1;
15112;NE04;NE04_T1S3;31063;3106303;black glazed;Net’04 1063/03/9;Base fragment;;;;;FALSE;;;;1;
15112;NE12;NE12_15112;;;depurated ware;Net'07 T1S3/G.S./02;Rim fragment;Amphora;Dressel 1A;;16;TRUE;;;;1;
15112;NE12;NE12_15112;;;depurated ware;Net'07 T1S3/G.S./01;Spike fragment;Amphora;;;;TRUE;;;;1;
15112;NE12;NE12_15112;;;coarse ware;Net'07 T1S3/G.S./03;Rim fragment;Jar;Olcese Olla type 3a;;18;TRUE;;;;1;
15112;NE12;NE12_15112;;;coarse ware;Net'07 T1S3/G.S./05;Rim fragment;Jar;Olcese Olla type 3a;;20;TRUE;;;;1;
15112;NE12;NE12_15112;;;coarse ware;Net'07 T1S3/G.S./04;Body fragment;Amphora;;;;FALSE;;-;4c;1;
